subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,messiness_description
S-000154,A-10b8f2,2024-08-15,,Basic,47,0.0,0.0,True,True,False,True,monthly,True,flipped_churn_flag
S-a707da,A-67be94,2024-12-18,,Pro,26,1274.0,15288.0,False,True,False,False,monthly,True,no_issue
S-000155,A-1b7577,2024-12-03,,Pro,4,196.0,2352.0,False,False,False,False,annual,True,no_issue
S-cb853a,A-c37cab,2024-12-17,,Basic,23,437.0,5244.0,False,False,False,True,annual,True,flipped_churn_flag
S-000156,A-e4144b,2024-12-22,,Enterprise,41,8159.0,97908.0,False,False,False,False,annual,True,no_issue
S-000157,A-d49cc5,2024-07-06,,Basic,50,950.0,11400.0,False,False,False,True,annual,True,null_end_date; flipped_churn_flag
S-000158,A-1ac5e0,2024-11-24,,Enterprise,33,0.0,0.0,True,False,False,False,monthly,False,no_issue
S-000159,A-c7ffc2,2023-09-22,,Basic,30,570.0,6840.0,False,True,False,False,annual,True,no_issue
S-2e017b,A-432483,2023-04-02,2023-04-05,Pro,5,245.0,2940.0,False,False,False,True,annual,True,no_issue
S-c2b710,A-88c6ca,2024-11-01,,Enterprise,5,995.0,11940.0,False,False,False,False,monthly,True,no_issue
S-00015a,A-ee42db,2023-11-03,,Basic,33,627.0,7524.0,False,False,False,False,monthly,False,no_issue
S-00015b,A-8adedc,2024-08-21,,Basic,22,418.0,5016.0,False,False,False,False,monthly,True,no_issue
S-bf9b37,A-692f18,2024-05-25,,Pro,6,294.0,3528.0,False,False,False,False,annual,True,null_end_date
S-c27e9c,A-9f2731,2024-11-02,,Basic,38,722.0,8664.0,False,False,False,False,monthly,True,no_issue
S-00015c,A-6c093d,2024-05-08,,Basic,15,285.0,3420.0,False,True,False,False,monthly,True,no_issue
S-3a28a1,A-b9f5b1,2024-07-25,,Enterprise,15,,35820.0,False,False,False,False,annual,True,null_mrr_amount
S-00015d,A-0e966d,2024-10-27,,Pro,57,2793.0,33516.0,False,False,False,False,monthly,False,no_issue
S-00015e,A-bb3bd4,2024-08-18,,Basic,23,437.0,,False,False,False,False,monthly,True,null_arr_amount
