subscription_id,account_id,start_date,end_date,start_month,end_month,subscription_age_days,subscription_age_months,mrr_clean,arr_clean,lifetime_mrr,churned_mrr,is_churned,churn_date,churn_month,plan_tier,seat_bucket,seats,rev_change_flag,subscription_status,is_new,is_upgrade,is_downgrade,dirty_row_flag,dirty_row_reason,dirty_row_reason_count
S-59f0a6,A-104f1a,2024-09-02,2024-11-28,2024-09,2024-11,87,2,6027.0,72324.0,12054.0,6027.0,True,2024-12-11,2024-12,Pro,50+,123,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-59f6b6,A-dec005,2024-11-10,2024-11-23,2024-11,2024-11,13,0,399.0,4788.0,0.0,399.0,True,2024-11-23,2024-11,Basic,11_to_25,21,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-59fe1d,A-9badbd,2024-10-21,2024-11-20,2024-10,2024-11,30,1,0.0,0.0,0.0,0.0,False,,NaT,Basic,11_to_25,21,unchanged,trial,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-5a18e5,A-3d957b,2024-08-05,,2024-08,NaT,500,16,2786.0,33432.0,44576.0,2786.0,True,2024-05-05,2024-05,Enterprise,11_to_25,14,expansion,churned,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5a1d20,A-f97b9a,2024-12-08,,2024-12,NaT,375,12,784.0,9408.0,9408.0,0.0,False,,NaT,Pro,11_to_25,16,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5a1fc3,A-05d3b3,2024-01-29,2024-09-09,2024-01,2024-09,224,8,2587.0,31044.0,20696.0,2587.0,True,2024-09-09,2024-09,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5a26fc,A-9779ad,2024-07-07,2024-08-11,2024-07,2024-08,35,1,0.0,0.0,0.0,0.0,True,2024-08-11,2024-08,Pro,26_to_50,40,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-5a2a05,A-9f9299,2024-04-04,2024-10-08,2024-04,2024-10,187,6,532.0,6384.0,3192.0,532.0,True,2024-10-08,2024-10,Basic,26_to_50,28,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5a3412,A-ccabf0,2024-05-21,2024-10-31,2024-05,2024-10,163,5,323.0,3876.0,1615.0,323.0,True,2024-10-31,2024-10,Basic,11_to_25,17,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5a37dc,A-cab532,2024-05-12,2024-07-10,2024-05,2024-07,59,2,539.0,6468.0,1078.0,539.0,True,2024-07-10,2024-07,Pro,11_to_25,11,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5a4fb5,A-462d45,2024-02-13,2024-05-17,2024-02,2024-05,94,3,637.0,7644.0,1911.0,637.0,True,2024-05-17,2024-05,Pro,11_to_25,13,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5a500d,A-592832,2024-09-26,2024-10-04,2024-09,2024-10,8,1,0.0,0.0,0.0,0.0,True,2024-10-04,2024-10,Basic,26_to_50,30,unchanged,churned,True,False,False,True,"[""end_date_derived""]",1
S-5a5338,A-5ed98d,2024-12-21,2025-01-20,2024-12,2025-01,30,1,0.0,0.0,0.0,0.0,True,2024-10-02,2024-10,Basic,26_to_50,38,unchanged,churned,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-5a5bdb,A-96bbc6,2024-09-08,2024-12-21,2024-09,2024-12,104,3,3136.0,37632.0,9408.0,3136.0,True,2024-12-21,2024-12,Pro,50+,64,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5a6941,A-4a267b,2024-09-22,,2024-09,NaT,452,15,1225.0,14700.0,18375.0,1225.0,True,2024-06-17,2024-06,Pro,11_to_25,25,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5a75eb,A-503d5a,2024-11-22,,2024-11,NaT,391,13,190.0,2280.0,2470.0,0.0,False,,NaT,Basic,01_to_10,10,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5a94f7,A-328bd0,2023-09-26,,2023-09,NaT,814,27,1617.0,19404.0,43659.0,0.0,False,,NaT,Pro,26_to_50,33,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5aa4ba,A-2d1036,2024-09-25,2024-10-28,2024-09,2024-10,33,1,3381.0,40572.0,3381.0,3381.0,True,2024-10-28,2024-10,Pro,50+,69,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5aa854,A-328bd0,2024-04-29,,2024-04,NaT,598,20,882.0,10584.0,17640.0,0.0,False,,NaT,Pro,11_to_25,18,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5aacfa,A-f3ff05,2024-10-19,2024-10-20,2024-10,2024-10,1,0,9552.0,114624.0,0.0,9552.0,True,2024-10-20,2024-10,Enterprise,26_to_50,48,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5aaf6f,A-6965e1,2024-12-12,,2024-12,NaT,371,12,2587.0,31044.0,31044.0,2587.0,True,2024-12-09,2024-12,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5ab139,A-30b4ca,2024-05-24,2024-09-01,2024-05,2024-09,100,4,17114.0,205368.0,68456.0,17114.0,True,2024-09-01,2024-09,Enterprise,50+,86,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5abbac,A-94d3da,2023-09-26,2024-04-12,2023-09,2024-04,199,7,0.0,0.0,0.0,0.0,True,2024-04-12,2024-04,Pro,26_to_50,41,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-5ae105,A-296d7c,2024-04-21,2024-11-04,2024-04,2024-11,197,7,361.0,4332.0,2527.0,361.0,True,2024-11-04,2024-11,Basic,11_to_25,19,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5aea91,A-427b69,2024-11-06,,2024-11,NaT,407,13,6766.0,81192.0,87958.0,0.0,False,,NaT,Enterprise,26_to_50,34,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5aff5f,A-d82ef9,2024-11-30,,2024-11,NaT,383,13,494.0,5928.0,6422.0,494.0,True,2024-08-06,2024-08,Basic,26_to_50,26,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5b322c,A-1f0636,2024-07-27,,2024-07,NaT,509,17,1995.0,23940.0,33915.0,0.0,False,,NaT,Basic,50+,105,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5b4149,A-df10db,2023-10-23,2024-07-12,2023-10,2024-07,263,9,133.0,1596.0,1197.0,133.0,True,2024-07-12,2024-07,Basic,01_to_10,7,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5b58b1,A-87aa7b,2024-11-19,2024-12-26,2024-11,2024-12,37,1,1176.0,14112.0,1176.0,1176.0,True,2024-12-26,2024-12,Pro,11_to_25,24,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5b699e,A-b7b7b7,2024-09-16,,2024-09,NaT,458,15,456.0,5472.0,6840.0,0.0,False,,NaT,Basic,11_to_25,24,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5b8c4f,A-7c5768,2024-05-05,,2024-05,NaT,592,19,152.0,1824.0,2888.0,0.0,False,,NaT,Basic,01_to_10,8,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5b9267,A-410e86,2024-12-17,2025-01-16,2024-12,2025-01,30,1,0.0,0.0,0.0,0.0,False,,NaT,Pro,26_to_50,33,unchanged,trial,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-5b9330,A-f03140,2024-07-17,2024-10-03,2024-07,2024-10,78,3,5373.0,64476.0,16119.0,5373.0,True,2024-10-03,2024-10,Enterprise,26_to_50,27,contraction,churned,False,False,True,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5b9bb9,A-bc4d48,2024-08-29,,2024-08,NaT,476,16,1715.0,20580.0,27440.0,0.0,False,,NaT,Pro,26_to_50,35,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bb13f,A-089363,2024-01-10,,2024-01,NaT,708,23,2985.0,35820.0,68655.0,2985.0,True,2023-11-27,2023-11,Enterprise,11_to_25,15,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bb58e,A-5a215a,2024-01-31,,2024-01,NaT,687,23,1653.0,19836.0,38019.0,0.0,False,,NaT,Basic,50+,87,unchanged,active,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bbb53,A-1b7577,2024-12-03,,2024-12,NaT,380,12,196.0,2352.0,2352.0,0.0,False,,NaT,Pro,01_to_10,4,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bbb5b,A-ffc04f,2024-12-01,,2024-12,NaT,382,12,2985.0,35820.0,35820.0,2985.0,True,2024-08-03,2024-08,Enterprise,11_to_25,15,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bbfe3,A-1ac5e0,2024-11-29,,2024-11,NaT,384,13,627.0,7524.0,8151.0,0.0,False,,NaT,Basic,26_to_50,33,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bc277,A-05d3b3,2023-07-12,2024-09-09,2023-07,2024-09,425,14,171.0,2052.0,2394.0,171.0,True,2024-09-09,2024-09,Basic,01_to_10,9,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5bc71c,A-d77f4c,2023-10-24,2024-02-19,2023-10,2024-02,118,4,152.0,1824.0,608.0,152.0,True,2024-12-03,2024-12,Basic,01_to_10,8,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bde76,A-cb5333,2024-09-08,,2024-09,NaT,466,15,1617.0,19404.0,24255.0,1617.0,True,2024-08-11,2024-08,Pro,26_to_50,33,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5be27b,A-5b4ebb,2024-10-18,,2024-10,NaT,426,14,4179.0,50148.0,58506.0,0.0,False,,NaT,Enterprise,11_to_25,21,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5bf2e5,A-484819,2024-07-31,,2024-07,NaT,505,17,418.0,5016.0,7106.0,418.0,True,2023-12-29,2023-12,Basic,11_to_25,22,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5c2991,A-94c3cd,2024-01-06,2024-02-05,2024-01,2024-02,30,1,0.0,0.0,0.0,0.0,False,,NaT,Enterprise,26_to_50,32,unchanged,trial,True,False,False,True,"[""trial_capped_at_30_days""]",1
S-5c3f50,A-f3ff05,2024-09-11,2024-10-20,2024-09,2024-10,39,1,796.0,9552.0,796.0,796.0,True,2024-10-20,2024-10,Enterprise,01_to_10,4,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5c4b5d,A-4bfa33,2024-12-19,2024-12-28,2024-12,2024-12,9,0,392.0,4704.0,0.0,392.0,True,2024-12-28,2024-12,Pro,01_to_10,8,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5c4dd7,A-0b0d6d,2024-12-31,2024-12-31,2024-12,2024-12,0,0,1029.0,12348.0,0.0,1029.0,True,2024-12-31,2024-12,Pro,11_to_25,21,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5c4ef1,A-922109,2024-03-23,2024-12-17,2024-03,2024-12,269,9,1862.0,22344.0,16758.0,1862.0,True,2024-12-17,2024-12,Pro,26_to_50,38,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5c631b,A-b7ef83,2024-07-01,2024-07-24,2024-07,2024-07,23,0,5174.0,62088.0,0.0,5174.0,True,2024-07-24,2024-07,Enterprise,26_to_50,26,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5c8af8,A-a2485e,2024-11-05,,2024-11,NaT,408,13,490.0,5880.0,6370.0,0.0,False,,NaT,Pro,01_to_10,10,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5ca0fe,A-d3c88e,2024-11-02,2024-11-18,2024-11,2024-11,16,0,784.0,9408.0,0.0,784.0,True,2024-11-18,2024-11,Pro,11_to_25,16,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5ca11a,A-309e54,2024-12-26,,2024-12,NaT,357,12,9552.0,114624.0,114624.0,9552.0,True,2024-12-14,2024-12,Enterprise,26_to_50,48,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5cb87c,A-e89151,2024-04-20,,2024-04,NaT,607,20,1176.0,14112.0,23520.0,0.0,False,,NaT,Pro,11_to_25,24,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5cb8a6,A-9779ad,2024-08-14,,2024-08,NaT,491,16,1960.0,23520.0,31360.0,1960.0,True,2024-08-11,2024-08,Pro,26_to_50,40,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5cba26,A-8b25f2,2024-07-30,,2024-07,NaT,506,17,114.0,1368.0,1938.0,0.0,False,,NaT,Basic,01_to_10,6,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5cce27,A-d42431,2024-09-01,2024-10-12,2024-09,2024-10,41,1,418.0,5016.0,418.0,418.0,True,2024-10-12,2024-10,Basic,11_to_25,22,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5cda31,A-832ec2,2024-03-04,2024-09-15,2024-03,2024-09,195,6,95.0,1140.0,570.0,95.0,True,2024-09-15,2024-09,Basic,01_to_10,5,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5cff9b,A-0f3e88,2024-11-07,2024-12-07,2024-11,2024-12,30,1,0.0,0.0,0.0,0.0,True,2024-08-11,2024-08,Pro,01_to_10,7,expansion,churned,False,True,False,True,"[""trial_capped_at_30_days""]",1
S-5d0af1,A-977ca0,2023-04-19,,2023-04,NaT,974,32,833.0,9996.0,26656.0,0.0,False,,NaT,Pro,11_to_25,17,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d0f41,A-956988,2024-12-18,2024-12-30,2024-12,2024-12,12,0,1127.0,13524.0,0.0,1127.0,True,2024-12-30,2024-12,Pro,11_to_25,23,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5d299e,A-560d27,2024-10-25,,2024-10,NaT,419,14,4577.0,54924.0,64078.0,0.0,False,,NaT,Enterprise,11_to_25,23,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d343c,A-9208f0,2023-09-23,2024-11-09,2023-09,2024-11,413,14,475.0,5700.0,6650.0,475.0,True,2024-11-09,2024-11,Basic,11_to_25,25,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5d434f,A-82861f,2024-05-18,,2024-05,NaT,579,19,2009.0,24108.0,38171.0,2009.0,True,2024-05-17,2024-05,Pro,26_to_50,41,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d5250,A-afa505,2024-08-12,,2024-08,NaT,493,16,3430.0,41160.0,54880.0,3430.0,True,2024-03-02,2024-03,Pro,50+,70,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d532c,A-cd458b,2024-12-26,,2024-12,NaT,357,12,1990.0,23880.0,23880.0,1990.0,True,2024-11-07,2024-11,Enterprise,01_to_10,10,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d5699,A-1b9609,2024-06-16,2024-11-16,2024-06,2024-11,153,5,6965.0,83580.0,34825.0,6965.0,True,2024-11-16,2024-11,Enterprise,26_to_50,35,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5d5a8d,A-2922b6,2024-12-17,2024-12-28,2024-12,2024-12,11,0,735.0,8820.0,0.0,735.0,True,2024-12-25,2024-12,Pro,11_to_25,15,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d6528,A-22d9d2,2024-07-23,2024-10-17,2024-07,2024-10,86,3,1592.0,19104.0,4776.0,1592.0,True,2024-10-17,2024-10,Enterprise,01_to_10,8,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5d68fb,A-5f2961,2024-12-02,,2024-12,NaT,381,12,2401.0,28812.0,28812.0,2401.0,True,2024-11-28,2024-11,Pro,26_to_50,49,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5d729e,A-4a267b,2024-05-09,2024-06-17,2024-05,2024-06,39,1,5771.0,69252.0,5771.0,5771.0,True,2024-06-17,2024-06,Enterprise,26_to_50,29,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5d8b88,A-1d5444,2024-11-25,,2024-11,NaT,388,13,1176.0,14112.0,15288.0,1176.0,True,2024-06-01,2024-06,Pro,11_to_25,24,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5da1b8,A-684255,2024-06-28,2024-08-01,2024-06,2024-08,34,2,980.0,11760.0,1960.0,980.0,True,2024-07-03,2024-07,Pro,11_to_25,20,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5da6e7,A-5a215a,2024-07-29,2024-09-19,2024-07,2024-09,52,2,4263.0,51156.0,8526.0,4263.0,True,,NaT,Pro,50+,87,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5daabf,A-533452,2024-12-16,2024-12-16,2024-12,2024-12,0,0,1791.0,21492.0,0.0,1791.0,True,2024-12-16,2024-12,Enterprise,01_to_10,9,expansion,churned,False,True,True,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5ddeef,A-712f1c,2024-01-28,2024-10-24,2024-01,2024-10,270,9,0.0,0.0,0.0,0.0,True,2024-10-24,2024-10,Pro,50+,58,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-5ddf8d,A-7f6b86,2024-12-06,,2024-12,NaT,377,12,855.0,10260.0,10260.0,855.0,True,2024-07-10,2024-07,Basic,26_to_50,45,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5de583,A-dbc825,2024-11-12,,2024-11,NaT,401,13,361.0,4332.0,4693.0,361.0,True,2024-02-03,2024-02,Basic,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5de79e,A-1619f8,2024-11-06,,2024-11,NaT,407,13,551.0,6612.0,7163.0,551.0,True,2024-09-21,2024-09,Basic,26_to_50,29,expansion,churned,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5df64f,A-684255,2024-08-31,,2024-08,NaT,474,16,2786.0,33432.0,44576.0,2786.0,True,2024-07-03,2024-07,Enterprise,11_to_25,14,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5e0619,A-0b0d6d,2024-12-31,2024-12-31,2024-12,2024-12,0,0,294.0,3528.0,0.0,294.0,True,2024-12-31,2024-12,Pro,01_to_10,6,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5e06b2,A-5247b3,2024-04-17,2024-10-16,2024-04,2024-10,182,6,0.0,0.0,0.0,0.0,True,2024-10-16,2024-10,Pro,11_to_25,16,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-5e558a,A-10b8f2,2023-10-07,2024-06-04,2023-10,2024-06,241,8,9353.0,112236.0,74824.0,9353.0,True,2024-06-04,2024-06,Enterprise,26_to_50,47,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5e572d,A-94f8c9,2024-07-16,,2024-07,NaT,520,17,2587.0,31044.0,43979.0,2587.0,True,2024-05-02,2024-05,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5e5ff0,A-832ec2,2024-09-04,2024-09-15,2024-09,2024-09,11,0,0.0,0.0,0.0,0.0,True,2024-09-15,2024-09,Pro,01_to_10,6,unchanged,churned,False,False,False,True,"[""end_date_derived""]",1
S-5e6790,A-ba6516,2024-03-17,2024-03-17,2024-03,2024-03,0,0,1323.0,15876.0,0.0,1323.0,True,2024-03-17,2024-03,Pro,26_to_50,27,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5e6fc2,A-52dd88,2023-12-12,,2023-12,NaT,737,24,437.0,5244.0,10488.0,0.0,False,,NaT,Basic,11_to_25,23,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5e7357,A-9f9299,2024-07-07,2024-10-08,2024-07,2024-10,93,3,1568.0,18816.0,4704.0,1568.0,True,2024-10-08,2024-10,Pro,26_to_50,32,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5e8d9f,A-df10db,2024-05-30,2024-07-12,2024-05,2024-07,43,2,6567.0,78804.0,13134.0,6567.0,True,2024-07-12,2024-07,Enterprise,26_to_50,33,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5ea66d,A-503d5a,2024-12-18,,2024-12,NaT,365,12,796.0,9552.0,9552.0,0.0,False,,NaT,Enterprise,01_to_10,4,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5eaab8,A-0f3e88,2024-12-11,2024-12-23,2024-12,2024-12,12,0,343.0,4116.0,0.0,343.0,True,2024-08-11,2024-08,Pro,01_to_10,7,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5eb846,A-2789e3,2024-12-10,,2024-12,NaT,373,12,539.0,6468.0,6468.0,0.0,False,,NaT,Pro,11_to_25,11,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5ed335,A-7df7a7,2023-10-17,2024-01-18,2023-10,2024-01,93,3,2587.0,31044.0,7761.0,2587.0,True,2024-07-10,2024-07,Enterprise,11_to_25,13,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5ed35a,A-32fb14,2024-03-16,2024-04-21,2024-03,2024-04,36,1,893.0,10716.0,893.0,893.0,True,2024-04-28,2024-04,Basic,26_to_50,47,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5ede24,A-9bfc9f,2024-07-30,,2024-07,NaT,506,17,2940.0,35280.0,49980.0,0.0,False,,NaT,Pro,50+,60,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5ee117,A-f5641b,2024-07-25,,2024-07,NaT,511,17,1519.0,18228.0,25823.0,1519.0,True,2024-06-17,2024-06,Pro,26_to_50,31,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5eeb46,A-37f969,2024-06-05,2024-12-12,2024-06,2024-12,190,6,570.0,6840.0,3420.0,570.0,True,2024-12-12,2024-12,Basic,26_to_50,30,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5f1d80,A-600734,2024-04-17,,2024-04,NaT,610,20,551.0,6612.0,11020.0,0.0,False,,NaT,Basic,26_to_50,29,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5f2554,A-81edc3,2023-11-07,2024-12-16,2023-11,2024-12,405,13,588.0,7056.0,7644.0,588.0,True,2024-12-16,2024-12,Pro,11_to_25,12,unchanged,churned,True,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5f30ce,A-9077b0,2024-08-26,,2024-08,NaT,479,16,38.0,456.0,608.0,0.0,False,,NaT,Basic,01_to_10,2,unchanged,active,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5f3359,A-9174e0,2024-12-10,,2024-12,NaT,373,12,1813.0,21756.0,21756.0,0.0,False,,NaT,Pro,26_to_50,37,unchanged,active,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5f40a3,A-6da850,2024-12-28,2025-01-27,2024-12,2025-01,30,1,0.0,0.0,0.0,0.0,True,2024-10-25,2024-10,Basic,01_to_10,5,unchanged,churned,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-5f4afc,A-09316c,2024-11-15,2024-12-05,2024-11,2024-12,20,1,3430.0,41160.0,3430.0,3430.0,True,2024-12-05,2024-12,Pro,50+,70,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5f4cc6,A-378b99,2024-10-14,2024-11-13,2024-10,2024-11,30,1,0.0,0.0,0.0,0.0,True,2024-10-12,2024-10,Pro,11_to_25,16,unchanged,churned,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-5f5b36,A-d42431,2024-08-26,2024-10-12,2024-08,2024-10,47,2,4378.0,52536.0,8756.0,4378.0,True,2024-10-12,2024-10,Enterprise,11_to_25,22,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5f75b5,A-1b707d,2024-04-13,,2024-04,NaT,614,20,3781.0,45372.0,75620.0,3781.0,True,2023-07-21,2023-07,Enterprise,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5f8ad0,A-dfbd31,2024-08-08,2024-12-19,2024-08,2024-12,133,4,456.0,5472.0,1824.0,456.0,True,2024-12-19,2024-12,Basic,11_to_25,24,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5f9a67,A-6da850,2023-12-04,2024-10-25,2023-12,2024-10,326,10,245.0,2940.0,2450.0,245.0,True,2024-10-25,2024-10,Pro,01_to_10,5,unchanged,churned,False,False,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
S-5fb9ab,A-7f6b86,2024-10-27,2024-11-26,2024-10,2024-11,30,1,0.0,0.0,0.0,0.0,True,2024-07-10,2024-07,Enterprise,26_to_50,45,unchanged,churned,False,False,False,True,"[""trial_capped_at_30_days""]",1
S-5fe191,A-c43359,2024-12-11,2024-12-19,2024-12,2024-12,8,0,7562.0,90744.0,0.0,7562.0,True,2024-12-19,2024-12,Enterprise,26_to_50,38,expansion,churned,False,True,False,True,"[""end_date_derived"", ""mrr_arr_imputed_from_lookup""]",2
