subscription_id,account_id,feature_name,usage_month,usage_count,usage_duration_secs,first_use_date,last_use_date,error_count,is_beta_feature,duration_per_use,account_feature_rank
S-9f009b,A-68f37c,feature_4,2023-12,7,1176,2023-12-15,2023-12-15,2,True,168.0,1.0
S-9f0371,A-313be3,feature_14,2024-02,9,3303,2024-02-28,2024-02-28,0,False,367.0,1.0
S-9f0371,A-313be3,feature_3,2023-01,14,3500,2023-01-28,2023-01-28,0,False,250.0,1.0
S-9f0371,A-313be3,feature_6,2024-10,5,2395,2024-10-16,2024-10-16,2,False,479.0,4.0
S-9f123c,A-9c18c4,feature_10,2024-10,8,80,2024-10-11,2024-10-11,0,False,10.0,2.0
S-9f123c,A-9c18c4,feature_12,2023-02,9,855,2023-02-04,2023-02-04,4,False,95.0,3.0
S-9f123c,A-9c18c4,feature_13,2024-10,16,7472,2024-10-04,2024-10-04,0,False,467.0,1.0
S-9f123c,A-9c18c4,feature_36,2024-06,6,330,2024-06-05,2024-06-05,0,True,55.0,4.0
S-9f123c,A-9c18c4,feature_40,2023-03,14,364,2023-03-07,2023-03-07,0,False,26.0,1.0
S-9f123c,A-9c18c4,feature_6,2024-12,13,832,2024-12-13,2024-12-13,0,False,64.0,1.0
S-9f13f8,A-f3ff05,feature_17,2023-10,14,4662,2023-10-02,2023-10-02,0,False,333.0,2.0
S-9f13f8,A-f3ff05,feature_20,2023-08,10,5170,2023-08-30,2023-08-30,0,False,517.0,2.0
S-9f13f8,A-f3ff05,feature_30,2023-12,10,2700,2023-12-27,2023-12-27,0,False,270.0,1.0
S-9f13f8,A-f3ff05,feature_30,2024-10,7,2905,2024-10-01,2024-10-01,1,False,415.0,2.0
S-9f13f8,A-f3ff05,feature_40,2024-01,13,1508,2024-01-10,2024-01-10,0,False,116.0,1.0
S-9f13f8,A-f3ff05,feature_6,2023-04,16,8800,2023-04-05,2023-04-05,0,False,550.0,1.0
S-9f2386,A-558c72,feature_1,2023-06,11,5071,2023-06-05,2023-06-05,0,False,461.0,1.0
S-9f2386,A-558c72,feature_17,2023-09,12,4188,2023-09-13,2023-09-13,0,False,349.0,1.0
S-9f2386,A-558c72,feature_34,2023-01,9,621,2023-01-22,2023-01-22,0,False,69.0,1.0
S-9f2386,A-558c72,feature_9,2024-10,11,1188,2024-10-11,2024-10-11,0,False,108.0,2.0
S-9f38a5,A-cc102e,feature_40,2023-06,9,513,2023-06-15,2023-06-15,0,False,57.0,2.0
S-9f38a5,A-cc102e,feature_9,2024-12,7,1127,2024-12-04,2024-12-04,0,False,161.0,3.0
S-9f479f,A-d5a319,feature_17,2024-05,9,5238,2024-05-07,2024-05-07,0,False,582.0,1.0
S-9f479f,A-d5a319,feature_22,2023-11,8,544,2023-11-03,2023-11-03,3,False,68.0,2.0
S-9f479f,A-d5a319,feature_30,2023-04,11,4653,2023-04-15,2023-04-15,2,False,423.0,3.0
S-9f479f,A-d5a319,feature_33,2023-06,16,8208,2023-06-06,2023-06-06,0,False,513.0,1.0
S-9f479f,A-d5a319,feature_33,2024-08,10,4990,2024-08-30,2024-08-30,1,False,499.0,2.0
S-9f479f,A-d5a319,feature_37,2024-04,8,592,2024-04-21,2024-04-21,1,False,74.0,1.0
S-9f4914,A-417d2f,feature_20,2023-09,8,920,2023-09-22,2023-09-22,1,False,115.0,2.0
S-9f4914,A-417d2f,feature_40,2023-07,9,1008,2023-07-23,2023-07-23,0,False,112.0,4.0
S-9f57f5,A-96e141,feature_26,2024-07,10,380,2024-07-25,2024-07-25,0,False,38.0,2.0
S-9f57f5,A-96e141,feature_36,2024-06,9,2637,2024-06-08,2024-06-08,0,False,293.0,3.0
S-9f57f5,A-96e141,feature_40,2024-04,7,1904,2024-04-04,2024-04-04,0,False,272.0,3.0
S-9f59fd,A-158f4e,feature_12,2023-05,13,6305,2023-05-02,2023-05-02,0,False,485.0,1.0
S-9f59fd,A-158f4e,feature_21,2023-02,13,299,2023-02-11,2023-02-11,0,False,23.0,1.0
S-9f59fd,A-158f4e,feature_23,2023-05,8,4736,2023-05-18,2023-05-18,1,False,592.0,4.0
S-9f59fd,A-158f4e,feature_29,2023-03,10,540,2023-03-31,2023-03-31,0,False,54.0,2.0
S-9f59fd,A-158f4e,feature_34,2023-08,8,2808,2023-08-08,2023-08-08,1,False,351.0,1.0
S-9f7b07,A-42e5e1,feature_14,2023-08,16,608,2023-08-22,2023-08-22,4,False,38.0,1.0
S-9f7b07,A-42e5e1,feature_15,2024-01,13,1196,2024-01-27,2024-01-27,0,False,92.0,1.0
S-9f7ef0,A-b3fe05,feature_12,2024-07,11,3542,2024-07-28,2024-07-28,0,False,322.0,1.0
S-9f7ef0,A-b3fe05,feature_30,2024-09,11,1584,2024-09-15,2024-09-15,0,False,144.0,3.0
S-9f8593,A-396e5f,feature_1,2023-05,10,1950,2023-05-16,2023-05-16,0,False,195.0,2.0
S-9f8593,A-396e5f,feature_21,2024-01,18,2286,2024-01-15,2024-01-15,0,False,127.0,1.0
S-9f8593,A-396e5f,feature_31,2024-12,8,3784,2024-12-16,2024-12-16,3,False,473.0,4.0
S-9f8593,A-396e5f,feature_32,2023-06,13,3835,2023-06-11,2023-06-11,0,False,295.0,2.0
S-9f8593,A-396e5f,feature_34,2023-06,12,2088,2023-06-07,2023-06-07,0,False,174.0,3.0
S-9f8593,A-396e5f,feature_6,2023-09,10,710,2023-09-14,2023-09-14,0,True,71.0,2.0
S-9f8593,A-396e5f,feature_9,2023-03,5,2725,2023-03-05,2023-03-05,0,False,545.0,3.0
S-9f8b23,A-118f1c,feature_2,2024-05,13,2353,2024-05-09,2024-05-09,2,False,181.0,1.0
S-9f8b23,A-118f1c,feature_25,2023-04,12,5628,2023-04-04,2023-04-04,0,False,469.0,2.0
S-9f8b23,A-118f1c,feature_30,2023-12,4,1392,2023-12-27,2023-12-27,0,False,348.0,1.0
S-9f8b23,A-118f1c,feature_37,2023-02,8,4448,2023-02-24,2023-02-24,0,False,556.0,3.0
S-9f8b23,A-118f1c,feature_4,2024-09,7,1260,2024-09-19,2024-09-19,0,False,180.0,2.0
S-9f8b23,A-118f1c,feature_6,2023-10,9,5121,2023-10-20,2023-10-20,0,False,569.0,2.0
S-9f9dfe,A-c62e55,feature_23,2024-02,22,12034,2024-02-09,2024-02-09,0,False,547.0,1.0
S-9f9dfe,A-c62e55,feature_25,2024-03,8,448,2024-03-24,2024-03-24,0,False,56.0,4.0
S-9fa080,A-c1e51e,feature_12,2024-09,7,567,2024-09-29,2024-09-29,0,False,81.0,2.0
S-9fa080,A-c1e51e,feature_16,2023-05,14,2198,2023-05-21,2023-05-21,2,False,157.0,2.0
S-9fa080,A-c1e51e,feature_2,2024-02,8,2560,2024-02-23,2024-02-23,1,False,320.0,4.0
S-9fa080,A-c1e51e,feature_26,2023-09,9,2025,2023-09-26,2023-09-26,3,False,225.0,1.0
S-9fa080,A-c1e51e,feature_29,2023-03,7,2009,2023-03-26,2023-03-26,0,True,287.0,1.0
S-9fa080,A-c1e51e,feature_32,2024-01,11,5874,2024-01-17,2024-01-17,5,False,534.0,1.0
S-9fa080,A-c1e51e,feature_38,2023-01,12,204,2023-01-24,2023-01-24,0,False,17.0,3.0
S-9fa080,A-c1e51e,feature_38,2023-11,15,315,2023-11-04,2023-11-04,1,False,21.0,1.0
S-9fa080,A-c1e51e,feature_8,2024-04,12,1404,2024-04-05,2024-04-05,4,True,117.0,2.0
S-9fa49b,A-1f7acb,feature_1,2024-05,10,4570,2024-05-14,2024-05-14,2,True,457.0,1.0
S-9fa49b,A-1f7acb,feature_16,2024-01,4,1940,2024-01-08,2024-01-08,0,False,485.0,1.0
S-9fa49b,A-1f7acb,feature_32,2024-03,13,2405,2024-03-19,2024-03-19,0,False,185.0,2.0
S-9fa49b,A-1f7acb,feature_36,2024-04,7,3416,2024-04-15,2024-04-15,0,False,488.0,3.0
S-9fa49b,A-1f7acb,feature_38,2023-11,11,539,2023-11-11,2023-11-11,0,False,49.0,3.0
S-9fa49b,A-1f7acb,feature_39,2023-04,8,3776,2023-04-19,2023-04-19,0,True,472.0,1.0
S-9fa49b,A-1f7acb,feature_40,2024-06,8,832,2024-06-08,2024-06-08,2,False,104.0,5.0
S-9fa49b,A-1f7acb,feature_8,2024-06,20,520,2024-06-24,2024-06-24,0,False,26.0,1.0
S-9fa49b,A-1f7acb,,2024-03,13,2405,2024-03-19,2024-03-19,0,False,185.0,2.0
S-9fa738,A-977ca0,feature_2,2023-08,14,266,2023-08-01,2023-08-01,0,False,19.0,1.0
S-9fa738,A-977ca0,feature_25,2023-06,12,468,2023-06-28,2023-06-28,0,True,39.0,1.0
S-9fa738,A-977ca0,feature_35,2023-09,15,2925,2023-09-27,2023-09-27,2,False,195.0,2.0
S-9fa738,A-977ca0,feature_4,2023-10,7,2548,2023-10-07,2023-10-07,0,True,364.0,5.0
S-9fae95,A-96bbc6,feature_13,2024-06,8,2872,2024-06-15,2024-06-15,0,False,359.0,1.0
S-9fae95,A-96bbc6,feature_17,2024-02,10,3200,2024-02-20,2024-02-20,1,True,320.0,1.0
S-9fae95,A-96bbc6,feature_20,2023-05,13,1495,2023-05-19,2023-05-19,0,False,115.0,2.0
S-9fae95,A-96bbc6,feature_34,2023-02,14,6244,2023-02-02,2023-02-02,0,False,446.0,1.0
S-9fae95,A-96bbc6,feature_8,2024-11,8,3088,2024-11-09,2024-11-09,1,False,386.0,3.0
S-9fbdfb,A-e4144b,feature_11,2024-04,12,480,2024-04-11,2024-04-11,0,False,40.0,1.0
S-9fbdfb,A-e4144b,feature_2,2023-09,10,5880,2023-09-17,2023-09-17,1,True,588.0,3.0
S-9fbdfb,A-e4144b,feature_27,2024-01,13,1196,2024-01-16,2024-01-16,0,False,92.0,1.0
S-9fbdfb,A-e4144b,feature_30,2023-03,7,525,2023-03-13,2023-03-13,0,False,75.0,1.0
S-9fbee8,A-49b828,feature_12,2024-06,10,5630,2024-06-10,2024-06-10,0,False,563.0,3.0
S-9fbee8,A-49b828,feature_21,2023-08,11,429,2023-08-22,2023-08-22,1,True,39.0,1.0
S-9fc31d,A-a7bd4b,feature_13,2024-11,13,1482,2024-11-29,2024-11-29,0,False,114.0,2.0
S-9fc31d,A-a7bd4b,feature_19,2024-08,7,1162,2024-08-24,2024-08-24,0,False,166.0,4.0
S-9fc31d,A-a7bd4b,feature_32,2024-01,4,680,2024-01-19,2024-01-19,0,False,170.0,2.0
S-9fc9f5,A-970c97,feature_1,2023-07,10,2650,2023-07-31,2023-07-31,0,False,265.0,2.0
S-9fc9f5,A-970c97,feature_21,2024-11,9,2160,2024-11-21,2024-11-21,4,False,240.0,1.0
S-9fc9f5,A-970c97,feature_26,2023-10,3,1407,2023-10-26,2023-10-26,0,False,469.0,3.0
S-9fc9f5,A-970c97,feature_27,2024-05,13,5941,2024-05-16,2024-05-16,0,True,457.0,1.0
S-9fc9f5,A-970c97,feature_28,2024-08,12,5244,2024-08-05,2024-08-05,1,False,437.0,1.0
S-9fc9f5,A-970c97,feature_40,2023-08,5,1015,2023-08-19,2023-08-19,1,False,203.0,1.0
S-9fc9f5,A-970c97,feature_40,2024-03,6,2316,2024-03-22,2024-03-22,0,False,386.0,1.0
S-9fc9f5,A-970c97,feature_8,2023-02,10,1030,2023-02-23,2023-02-23,4,False,103.0,1.0
S-9fc9f5,A-970c97,,2024-08,12,5244,2024-08-05,2024-08-05,1,False,437.0,1.0
S-9ffb31,A-a8d89d,feature_16,2024-10,11,5280,2024-10-28,2024-10-28,0,False,480.0,1.0
S-9ffb31,A-a8d89d,feature_40,2024-10,8,328,2024-10-24,2024-10-24,0,False,41.0,3.0
S-a01486,A-52dd88,feature_16,2023-04,10,4820,2023-04-01,2023-04-01,0,False,482.0,1.0
S-a01486,A-52dd88,feature_2,2024-11,15,480,2024-11-20,2024-11-20,0,False,32.0,2.0
S-a01aad,A-5f7781,feature_13,2024-11,7,3913,2024-11-14,2024-11-14,0,False,559.0,1.0
S-a01aad,A-5f7781,feature_17,2023-11,28,8624,2023-11-28,2023-11-28,2,False,308.0,1.0
S-a01aad,A-5f7781,feature_23,2023-02,14,1498,2023-02-17,2023-02-17,1,False,107.0,1.0
S-a01aad,A-5f7781,feature_4,2024-08,15,1740,2024-08-24,2024-08-24,2,False,116.0,1.0
S-a01aad,A-5f7781,feature_40,2023-05,6,2952,2023-05-14,2023-05-14,0,False,492.0,2.0
S-a01aad,A-5f7781,feature_5,2023-01,13,6383,2023-01-08,2023-01-08,0,False,491.0,1.0
S-a01d87,A-e5d6ab,feature_21,2024-05,11,5621,2024-05-06,2024-05-06,1,False,511.0,1.0
S-a01d87,A-e5d6ab,feature_33,2023-02,7,3668,2023-02-23,2023-02-23,0,False,524.0,2.0
S-a01d87,A-e5d6ab,feature_34,2024-03,14,6944,2024-03-28,2024-03-28,1,False,496.0,1.0
S-a01d87,A-e5d6ab,feature_37,2024-10,10,1420,2024-10-07,2024-10-07,0,False,142.0,2.0
S-a01d87,A-e5d6ab,feature_39,2023-08,11,1672,2023-08-08,2023-08-08,0,False,152.0,1.0
S-a02981,A-7920cc,feature_19,2024-12,4,2212,2024-12-20,2024-12-20,0,False,553.0,4.0
S-a02981,A-7920cc,feature_26,2023-11,12,2940,2023-11-24,2023-11-24,0,False,245.0,1.0
S-a02981,A-7920cc,feature_30,2023-09,11,5566,2023-09-22,2023-09-22,0,False,506.0,1.0
S-a02981,A-7920cc,feature_33,2023-03,7,2429,2023-03-14,2023-03-14,2,False,347.0,3.0
S-a02981,A-7920cc,feature_9,2023-09,6,2310,2023-09-30,2023-09-30,2,True,385.0,2.0
S-a04ba5,A-afa505,feature_12,2023-09,11,1342,2023-09-29,2023-09-29,0,False,122.0,2.0
S-a04ba5,A-afa505,feature_13,2024-10,11,2431,2024-10-16,2024-10-16,0,False,221.0,3.0
S-a04ba5,A-afa505,feature_17,2023-07,7,392,2023-07-01,2023-07-01,0,False,56.0,3.0
S-a04ba5,A-afa505,feature_2,2024-12,7,2107,2024-12-30,2024-12-30,0,False,301.0,4.0
S-a04ba5,A-afa505,feature_30,2024-10,16,8224,2024-10-13,2024-10-13,0,True,514.0,1.0
S-a04ba5,A-afa505,feature_36,2024-06,8,4224,2024-06-22,2024-06-22,0,False,528.0,3.0
S-a04ba5,A-afa505,feature_37,2023-09,7,168,2023-09-03,2023-09-03,0,False,24.0,3.0
S-a04ba5,A-afa505,feature_38,2024-05,7,2058,2024-05-31,2024-05-31,1,False,294.0,2.0
S-a04ba5,A-afa505,feature_7,2023-11,8,1920,2023-11-23,2023-11-23,1,False,240.0,5.0
S-a04ec4,A-4ef964,feature_1,2024-12,14,5572,2024-12-17,2024-12-17,2,True,398.0,3.0
S-a04ec4,A-4ef964,feature_34,2023-08,7,1855,2023-08-24,2023-08-24,0,False,265.0,2.0
S-a04ec4,A-4ef964,feature_37,2023-01,8,752,2023-01-04,2023-01-04,2,False,94.0,2.0
S-a04ec4,A-4ef964,feature_8,2024-01,13,3484,2024-01-31,2024-01-31,0,True,268.0,1.0
S-a06b03,A-9b9fe9,feature_14,2023-04,20,11240,2023-04-20,2023-04-20,0,False,562.0,1.0
S-a06b03,A-9b9fe9,feature_32,2024-04,12,6720,2024-04-25,2024-04-25,1,False,560.0,2.0
S-a06b03,A-9b9fe9,feature_36,2023-03,15,8235,2023-03-24,2023-03-24,1,False,549.0,2.0
S-a06b03,A-9b9fe9,feature_4,2024-12,13,1573,2024-12-15,2024-12-15,0,False,121.0,1.0
S-a07c46,A-e693b6,feature_14,2024-11,13,1469,2024-11-10,2024-11-10,2,False,113.0,1.0
S-a07c46,A-e693b6,feature_30,2023-09,6,1866,2023-09-25,2023-09-25,0,False,311.0,3.0
S-a07c46,A-e693b6,feature_4,2024-05,9,3573,2024-05-09,2024-05-09,0,False,397.0,4.0
S-a09141,A-e3bd71,feature_15,2023-09,7,1974,2023-09-07,2023-09-07,0,False,282.0,2.0
S-a09141,A-e3bd71,feature_2,2024-03,3,120,2024-03-17,2024-03-17,0,False,40.0,3.0
S-a09141,A-e3bd71,feature_20,2023-03,7,2632,2023-03-06,2023-03-06,2,False,376.0,3.0
S-a09141,A-e3bd71,feature_4,2024-11,7,252,2024-11-12,2024-11-12,1,False,36.0,7.0
S-a09141,A-e3bd71,feature_40,2023-07,12,1728,2023-07-23,2023-07-23,0,False,144.0,3.0
S-a09141,A-e3bd71,feature_7,2024-10,5,1130,2024-10-31,2024-10-31,0,False,226.0,4.0
S-a09e70,A-58b9ff,feature_13,2023-05,8,240,2023-05-30,2023-05-30,4,False,30.0,2.0
S-a09e70,A-58b9ff,feature_15,2024-02,13,1183,2024-02-02,2024-02-02,0,False,91.0,3.0
S-a09e70,A-58b9ff,feature_23,2023-09,11,4158,2023-09-28,2023-09-28,0,False,378.0,2.0
S-a09e70,A-58b9ff,feature_33,2023-05,10,5950,2023-05-19,2023-05-19,1,True,595.0,1.0
S-a09e70,A-58b9ff,feature_35,2024-08,3,273,2024-08-12,2024-08-12,1,False,91.0,3.0
S-a09e70,A-58b9ff,feature_37,2024-02,12,3456,2024-02-08,2024-02-08,0,False,288.0,4.0
S-a09e70,A-58b9ff,feature_37,2024-12,11,2288,2024-12-04,2024-12-04,0,False,208.0,2.0
S-a09e70,A-58b9ff,feature_6,2023-09,17,714,2023-09-05,2023-09-05,0,False,42.0,1.0
S-a09e70,A-58b9ff,feature_7,2024-06,15,8460,2024-06-08,2024-06-08,0,False,564.0,1.0
S-a09e70,A-58b9ff,,2023-05,-1,5950,2023-05-19,2023-05-19,1,True,,3.0
S-a0a358,A-af0cd2,feature_10,2023-10,8,1192,2023-10-09,2023-10-09,0,False,149.0,3.0
S-a0a358,A-af0cd2,feature_12,2023-11,10,2930,2023-11-18,2023-11-18,3,False,293.0,3.0
S-a0a358,A-af0cd2,feature_20,2023-08,14,7602,2023-08-12,2023-08-12,0,True,543.0,1.0
S-a0a358,A-af0cd2,feature_21,2024-02,5,1460,2024-02-07,2024-02-07,0,False,292.0,4.0
S-a0a358,A-af0cd2,feature_22,2024-10,17,3485,2024-10-17,2024-10-17,0,False,205.0,1.0
S-a0a5e3,A-6a7c9d,feature_10,2023-12,16,2775,2023-12-30,2023-12-30,0,False,173.4375,1.0
S-a0a5e3,A-6a7c9d,feature_21,2024-11,19,7106,2024-11-09,2024-11-09,0,False,374.0,1.0
S-a0a5e3,A-6a7c9d,feature_25,2024-07,11,3036,2024-07-26,2024-07-26,0,False,276.0,1.0
S-a0a5e3,A-6a7c9d,feature_25,2024-09,9,5220,2024-09-07,2024-09-07,0,False,580.0,1.0
S-a0a5e3,A-6a7c9d,feature_27,2023-05,11,715,2023-05-29,2023-05-29,1,False,65.0,1.0
S-a0a5e3,A-6a7c9d,feature_29,2023-06,10,4250,2023-06-09,2023-06-09,0,False,425.0,1.0
S-a0a5e3,A-6a7c9d,feature_29,2024-07,9,3906,2024-07-01,2024-07-01,0,False,434.0,2.0
S-a0abcf,A-42b791,feature_18,2024-10,10,5130,2024-10-08,2024-10-08,0,False,513.0,1.0
S-a0abcf,A-42b791,feature_25,2024-07,10,140,2024-07-23,2024-07-23,0,False,14.0,1.0
S-a0abcf,A-42b791,feature_32,2024-06,14,2002,2024-06-17,2024-06-17,0,False,143.0,1.0
S-a0af0a,A-e60f9d,feature_27,2024-08,7,3661,2024-08-06,2024-08-06,0,False,523.0,1.0
S-a0af0a,A-e60f9d,feature_37,2023-02,10,2530,2023-02-12,2023-02-12,1,True,253.0,2.0
S-a0af0a,A-e60f9d,feature_5,2024-05,9,3618,2024-05-29,2024-05-29,2,False,402.0,2.0
S-a0ba0c,A-eb1312,feature_15,2023-05,8,112,2023-05-25,2023-05-25,1,False,14.0,1.0
S-a0ba0c,A-eb1312,feature_18,2024-02,7,2555,2024-02-12,2024-02-12,0,False,365.0,4.0
S-a0ba0c,A-eb1312,feature_18,2024-10,12,3096,2024-10-31,2024-10-31,1,False,258.0,3.0
S-a0ba0c,A-eb1312,feature_24,2024-07,9,3267,2024-07-12,2024-07-12,0,False,363.0,3.0
S-a0ba0c,A-eb1312,feature_3,2023-10,22,12782,2023-10-16,2023-10-16,0,False,581.0,1.0
S-a0ba0c,A-eb1312,feature_31,2024-04,11,2959,2024-04-27,2024-04-27,0,True,269.0,1.0
S-a0ba0c,A-eb1312,feature_33,2023-03,13,3913,2023-03-12,2023-03-12,2,False,301.0,2.0
S-a0ba0c,A-eb1312,feature_33,2023-08,9,2934,2023-08-17,2023-08-17,2,False,326.0,3.0
S-a0ba0c,A-eb1312,feature_6,2024-01,11,4719,2024-01-01,2024-01-01,3,False,429.0,3.0
S-a0ba0c,A-eb1312,feature_7,2024-08,7,2177,2024-08-18,2024-08-18,0,False,311.0,4.0
S-a0c517,A-7f6b86,feature_12,2023-10,9,4347,2023-10-16,2023-10-16,2,False,483.0,2.0
S-a0c517,A-7f6b86,feature_26,2024-08,8,2760,2024-08-24,2024-08-24,2,False,345.0,3.0
S-a0c517,A-7f6b86,feature_28,2023-03,8,2528,2023-03-28,2023-03-28,0,False,316.0,2.0
S-a0c517,A-7f6b86,feature_5,2024-04,12,5160,2024-04-27,2024-04-27,0,False,430.0,1.0
S-a0c517,A-7f6b86,feature_9,2023-06,14,7406,2023-06-25,2023-06-25,0,False,529.0,1.0
S-a0c517,A-7f6b86,feature_9,2023-12,7,2695,2023-12-13,2023-12-13,0,False,385.0,1.0
S-a0c517,A-7f6b86,feature_9,2024-03,7,3388,2024-03-20,2024-03-20,0,False,484.0,3.0
S-a0c741,A-40906c,feature_20,2024-10,10,2320,2024-10-12,2024-10-12,2,False,232.0,2.0
S-a0c741,A-40906c,feature_21,2023-02,32,1056,2023-02-12,2023-02-12,4,False,33.0,1.0
S-a0c741,A-40906c,feature_31,2023-07,22,946,2023-07-21,2023-07-21,0,False,43.0,1.0
S-a0d68d,A-c58f49,feature_13,2023-07,24,14136,2023-07-25,2023-07-25,0,False,589.0,1.0
S-a0d68d,A-c58f49,feature_15,2024-02,7,952,2024-02-07,2024-02-07,0,False,136.0,2.0
S-a0d68d,A-c58f49,feature_18,2024-12,6,888,2024-12-01,2024-12-01,0,False,148.0,3.0
S-a0d68d,A-c58f49,feature_2,2024-10,12,864,2024-10-23,2024-10-23,0,False,72.0,1.0
S-a0d68d,A-c58f49,feature_21,2023-09,11,1045,2023-09-24,2023-09-24,1,False,95.0,2.0
S-a0d68d,A-c58f49,feature_22,2024-02,9,4527,2024-02-10,2024-02-10,0,False,503.0,1.0
S-a0d68d,A-c58f49,feature_33,2024-06,10,2530,2024-06-09,2024-06-09,4,False,253.0,1.0
S-a0e1dc,A-712426,feature_13,2024-04,11,2387,2024-04-05,2024-04-05,2,False,217.0,1.0
S-a0e1dc,A-712426,feature_18,2024-09,11,1232,2024-09-10,2024-09-10,0,False,112.0,1.0
S-a0e1dc,A-712426,feature_2,2023-12,15,7500,2023-12-29,2023-12-29,1,False,500.0,2.0
S-a0e1dc,A-712426,feature_22,2023-12,6,156,2023-12-04,2023-12-04,0,False,26.0,7.0
S-a0e1dc,A-712426,feature_31,2024-11,7,2926,2024-11-16,2024-11-16,0,False,418.0,2.0
S-a0e1dc,A-712426,feature_36,2023-06,6,726,2023-06-18,2023-06-18,4,False,121.0,2.0
S-a0e1dc,A-712426,feature_4,2023-11,11,4532,2023-11-12,2023-11-12,2,False,412.0,2.0
S-a0e1dc,A-712426,feature_7,2023-04,11,4664,2023-04-18,2023-04-18,0,True,424.0,1.0
S-a0e1dc,A-712426,feature_7,2023-12,7,581,2023-12-05,2023-12-05,0,False,83.0,6.0
S-a0f3f7,A-c37cab,feature_10,2023-06,13,3237,2023-06-28,2023-06-28,1,False,249.0,1.0
S-a0f3f7,A-c37cab,feature_12,2023-12,13,3315,2023-12-31,2023-12-31,0,False,255.0,3.0
S-a0f3f7,A-c37cab,feature_14,2024-02,7,2275,2024-02-23,2024-02-23,0,False,325.0,2.0
S-a0f3f7,A-c37cab,feature_22,2023-11,8,3944,2023-11-17,2023-11-17,1,False,493.0,3.0
S-a0f3f7,A-c37cab,feature_23,2024-11,30,3270,2024-11-16,2024-11-16,4,True,109.0,1.0
S-a0f3f7,A-c37cab,feature_3,2023-08,9,2250,2023-08-21,2023-08-21,1,False,250.0,1.0
S-a0f3f7,A-c37cab,feature_31,2024-06,6,768,2024-06-30,2024-06-30,0,False,128.0,3.0
S-a0f3f7,A-c37cab,feature_35,2023-07,14,6384,2023-07-22,2023-07-22,1,False,456.0,2.0
S-a0f3f7,A-c37cab,feature_37,2024-09,7,2793,2024-09-09,2024-09-09,1,False,399.0,4.0
S-a0f3f7,A-c37cab,feature_37,2024-10,9,2403,2024-10-17,2024-10-17,0,False,267.0,2.0
S-a0f5ac,A-e7a1e2,feature_19,2024-11,14,1078,2024-11-03,2024-11-03,2,False,77.0,2.0
S-a0f5ac,A-e7a1e2,feature_2,2023-02,8,2664,2023-02-07,2023-02-07,0,False,333.0,1.0
S-a0f5ac,A-e7a1e2,feature_29,2024-12,14,7812,2024-12-02,2024-12-02,0,False,558.0,1.0
S-a0f5ac,A-e7a1e2,feature_38,2024-05,10,1440,2024-05-20,2024-05-20,0,False,144.0,2.0
S-a102aa,A-ccc747,feature_19,2023-12,11,3784,2023-12-10,2023-12-10,1,False,344.0,1.0
S-a102aa,A-ccc747,feature_35,2024-02,7,2163,2024-02-21,2024-02-21,0,False,309.0,1.0
S-a10469,A-5247b3,feature_25,2024-01,6,2778,2024-01-01,2024-01-01,0,False,463.0,3.0
S-a10469,A-5247b3,feature_32,2024-09,13,6656,2024-09-11,2024-09-11,0,False,512.0,2.0
S-a10eb2,A-3c1a3f,feature_12,2023-08,7,3577,2023-08-28,2023-08-28,2,False,511.0,2.0
S-a10eb2,A-3c1a3f,feature_16,2023-05,13,4940,2023-05-06,2023-05-06,1,False,380.0,1.0
S-a10eb2,A-3c1a3f,feature_23,2024-02,7,2443,2024-02-16,2024-02-16,0,False,349.0,2.0
S-a10eb2,A-3c1a3f,feature_23,2024-07,8,2936,2024-07-18,2024-07-18,0,False,367.0,1.0
S-a10eb2,A-3c1a3f,feature_36,2024-06,11,6248,2024-06-06,2024-06-06,1,False,568.0,2.0
S-a10eb2,A-3c1a3f,feature_8,2024-08,3,330,2024-08-21,2024-08-21,1,False,110.0,1.0
S-a113a2,A-d4ac0e,feature_12,2024-05,5,1145,2024-05-27,2024-05-27,0,False,229.0,4.0
S-a113a2,A-d4ac0e,feature_20,2023-05,11,6149,2023-05-23,2023-05-23,0,False,559.0,2.0
S-a113a2,A-d4ac0e,feature_28,2023-01,10,5500,2023-01-22,2023-01-22,0,False,550.0,3.0
S-a113a2,A-d4ac0e,feature_31,2024-05,10,2840,2024-05-17,2024-05-17,2,False,284.0,2.0
S-a113a2,A-d4ac0e,feature_32,2023-06,10,5890,2023-06-26,2023-06-26,0,False,589.0,4.0
S-a113a2,A-d4ac0e,feature_34,2023-10,10,5580,2023-10-01,2023-10-01,0,True,558.0,2.0
S-a113a2,A-d4ac0e,feature_36,2024-07,12,5532,2024-07-20,2024-07-20,1,False,461.0,1.0
S-a113a2,A-d4ac0e,feature_9,2024-01,7,2198,2024-01-20,2024-01-20,1,False,314.0,3.0
S-a1426b,A-cc98bc,feature_14,2023-02,9,1314,2023-02-17,2023-02-17,1,True,146.0,3.0
S-a1426b,A-cc98bc,feature_27,2023-06,5,2810,2023-06-02,2023-06-02,0,False,562.0,2.0
S-a1426b,A-cc98bc,feature_30,2024-12,3,267,2024-12-03,2024-12-03,0,False,89.0,3.0
S-a1426b,A-cc98bc,feature_38,2023-09,12,636,2023-09-05,2023-09-05,0,False,53.0,1.0
S-a1426b,A-cc98bc,feature_4,2023-04,6,1008,2023-04-11,2023-04-11,0,False,168.0,4.0
