subscription_id,account_id,month,change_type,change_amount,mrr,prev_mrr
S-7de1b7,A-4d1e75,2024-10,new,3980.0,3980.0,0.0
S-7de656,A-f17767,2023-02,new,686.0,686.0,0.0
S-7de656,A-f17767,2023-09,churn,-686.0,0.0,686.0
S-7ded4d,A-0f3e88,2024-06,new,323.0,323.0,0.0
S-7ded4d,A-0f3e88,2024-09,churn,-323.0,0.0,323.0
S-7e09c4,A-118f1c,2024-12,new,608.0,608.0,0.0
S-7e09c4,A-118f1c,2025-01,churn,-608.0,0.0,608.0
S-7e145e,A-0b0d6d,2024-12,new,10348.0,10348.0,0.0
S-7e145e,A-0b0d6d,2025-01,churn,-10348.0,0.0,10348.0
S-7e1791,A-a6d261,2024-05,new,1791.0,1791.0,0.0
S-7e2e5c,A-7df7a7,2024-04,new,133.0,133.0,0.0
S-7e2e5c,A-7df7a7,2024-08,churn,-133.0,0.0,133.0
S-7e44b0,A-a33200,2024-10,new,1421.0,1421.0,0.0
S-7e5af5,A-1d5444,2024-03,new,456.0,456.0,0.0
S-7e5af5,A-1d5444,2024-07,churn,-456.0,0.0,456.0
S-7e7a73,A-89ee83,2024-12,new,3184.0,3184.0,0.0
S-7e8699,A-e89151,2024-11,new,1519.0,1519.0,0.0
S-7e86a2,A-7c5768,2024-10,new,57.0,57.0,0.0
S-7e8bd4,A-ac14bb,2024-03,new,513.0,513.0,0.0
S-7e8bd4,A-ac14bb,2024-11,churn,-513.0,0.0,513.0
S-7ea264,A-10b8f2,2024-04,new,9353.0,9353.0,0.0
S-7ea264,A-10b8f2,2024-07,churn,-9353.0,0.0,9353.0
S-7ea5d9,A-684255,2024-08,new,490.0,490.0,0.0
S-7eb81c,A-474ad4,2024-01,new,392.0,392.0,0.0
S-7f0419,A-84ebe4,2023-06,new,3582.0,3582.0,0.0
S-7f0419,A-84ebe4,2024-02,churn,-3582.0,0.0,3582.0
S-7f04ec,A-1b707d,2024-11,new,456.0,456.0,0.0
S-7f15a3,A-53f4e3,2024-12,new,2587.0,2587.0,0.0
S-7f15a3,A-53f4e3,2025-01,churn,-2587.0,0.0,2587.0
S-7f219a,A-08e34e,2024-09,new,686.0,686.0,0.0
S-7f28f3,A-396e5f,2024-10,new,490.0,490.0,0.0
S-7f28f3,A-396e5f,2024-12,churn,-490.0,0.0,490.0
S-7f5d03,A-22d9d2,2024-06,new,1225.0,1225.0,0.0
S-7f5d03,A-22d9d2,2024-11,churn,-1225.0,0.0,1225.0
S-7f7e38,A-bb1486,2024-11,new,2058.0,2058.0,0.0
S-7f7e38,A-bb1486,2024-12,churn,-2058.0,0.0,2058.0
S-7f8cd8,A-53f4e3,2024-09,new,3980.0,3980.0,0.0
S-7f8cd8,A-53f4e3,2024-12,churn,-3980.0,0.0,3980.0
S-7f92bd,A-4f18f0,2024-06,new,456.0,456.0,0.0
S-7f92bd,A-4f18f0,2024-09,churn,-456.0,0.0,456.0
S-7f9ce5,A-00bed1,2024-07,new,1372.0,1372.0,0.0
S-7fa78f,A-0651a4,2024-12,new,3184.0,3184.0,0.0
S-7fa78f,A-0651a4,2025-01,churn,-3184.0,0.0,3184.0
S-7fb77e,A-91e948,2023-11,new,2009.0,2009.0,0.0
S-7fbc53,A-2edab2,2024-03,new,833.0,833.0,0.0
S-7fbc53,A-2edab2,2024-07,churn,-833.0,0.0,833.0
S-7fc49b,A-50bb9f,2024-08,new,343.0,343.0,0.0
S-7fc49b,A-50bb9f,2024-10,churn,-343.0,0.0,343.0
S-7fca0e,A-5b4ebb,2024-08,new,988.0,988.0,0.0
S-7ff88c,A-b7ef83,2024-12,new,588.0,588.0,0.0
S-80016a,A-1b9609,2024-01,new,995.0,995.0,0.0
S-80016a,A-1b9609,2024-12,churn,-995.0,0.0,995.0
S-8013f6,A-6a7c9d,2024-12,new,893.0,893.0,0.0
S-8013f6,A-6a7c9d,2025-01,churn,-893.0,0.0,893.0
S-80199e,A-50bb9f,2024-10,new,3582.0,3582.0,0.0
S-802cc6,A-eafc6e,2023-11,new,6766.0,6766.0,0.0
S-802cc6,A-eafc6e,2025-01,churn,-6766.0,0.0,6766.0
S-8048cc,A-eb7c38,2024-07,new,171.0,171.0,0.0
S-804965,A-157070,2024-03,new,6965.0,6965.0,0.0
S-804965,A-157070,2025-01,churn,-6965.0,0.0,6965.0
S-804a70,A-4ef964,2024-07,new,3383.0,3383.0,0.0
S-804fb3,A-b7724f,2024-12,new,1349.0,1349.0,0.0
S-8055fa,A-09540c,2024-08,new,1273.0,1273.0,0.0
S-8055fa,A-09540c,2024-12,churn,-1273.0,0.0,1273.0
S-80632f,A-068fc6,2024-07,new,1715.0,1715.0,0.0
S-806d7b,A-cb5333,2024-07,new,703.0,703.0,0.0
S-806d7b,A-cb5333,2024-09,churn,-703.0,0.0,703.0
S-807d87,A-69b156,2024-01,new,5572.0,5572.0,0.0
S-807f28,A-86fc1d,2024-11,new,5174.0,5174.0,0.0
S-808668,A-e351e1,2024-10,new,1617.0,1617.0,0.0
S-808668,A-e351e1,2025-01,churn,-1617.0,0.0,1617.0
S-808efb,A-7da956,2024-11,new,2985.0,2985.0,0.0
S-80a6a6,A-4437e4,2024-12,new,597.0,597.0,0.0
S-80af39,A-7f29a7,2024-09,new,779.0,779.0,0.0
S-80af39,A-7f29a7,2024-11,churn,-779.0,0.0,779.0
S-80af53,A-fd7ad3,2024-12,new,2388.0,2388.0,0.0
S-80af53,A-fd7ad3,2025-01,churn,-2388.0,0.0,2388.0
S-80af85,A-2edab2,2023-11,new,323.0,323.0,0.0
S-80af85,A-2edab2,2024-07,churn,-323.0,0.0,323.0
S-80c01c,A-d3c88e,2024-12,new,304.0,304.0,0.0
S-80c24c,A-139c3b,2024-11,new,833.0,833.0,0.0
S-80c24c,A-139c3b,2025-01,churn,-833.0,0.0,833.0
S-80c291,A-712533,2024-01,new,3582.0,3582.0,0.0
S-80c291,A-712533,2024-08,churn,-3582.0,0.0,3582.0
S-80c296,A-e888d1,2024-12,new,833.0,833.0,0.0
S-80ed6b,A-b7b7b7,2024-07,new,1176.0,1176.0,0.0
S-80f65d,A-474ad4,2024-01,new,437.0,437.0,0.0
S-80fa36,A-55f257,2024-01,new,441.0,441.0,0.0
S-8106d9,A-3a5ad8,2024-11,new,1764.0,1764.0,0.0
S-810a67,A-592832,2024-10,new,882.0,882.0,0.0
S-810c27,A-8ed5dd,2024-08,new,95.0,95.0,0.0
S-810c27,A-8ed5dd,2024-12,churn,-95.0,0.0,95.0
S-813cdc,A-39b19f,2023-07,new,980.0,980.0,0.0
S-81510a,A-b54c01,2024-10,new,1421.0,1421.0,0.0
S-817cf0,A-378b99,2024-10,new,441.0,441.0,0.0
S-817e4b,A-42b791,2024-10,new,14925.0,14925.0,0.0
S-81a509,A-8b25f2,2024-09,new,209.0,209.0,0.0
S-81b6ee,A-e1b9cd,2023-11,new,1960.0,1960.0,0.0
S-81b6ee,A-e1b9cd,2024-11,churn,-1960.0,0.0,1960.0
S-81caea,A-3932db,2024-02,new,361.0,361.0,0.0
S-81cd46,A-ced9aa,2024-10,new,1194.0,1194.0,0.0
S-81d174,A-271f46,2024-05,new,7562.0,7562.0,0.0
S-81d174,A-271f46,2024-09,churn,-7562.0,0.0,7562.0
S-81d580,A-f03140,2024-07,new,513.0,513.0,0.0
S-81d580,A-f03140,2024-11,churn,-513.0,0.0,513.0
S-81d63a,A-c62e55,2024-02,new,2744.0,2744.0,0.0
S-81e9f1,A-05d3b3,2024-09,new,171.0,171.0,0.0
S-81fe83,A-b48f73,2024-11,new,1520.0,1520.0,0.0
S-820711,A-71615e,2024-11,new,11940.0,11940.0,0.0
S-82484b,A-cab532,2024-11,new,1029.0,1029.0,0.0
S-826424,A-fa2041,2024-10,new,3582.0,3582.0,0.0
S-826d19,A-5790f4,2024-12,new,1592.0,1592.0,0.0
S-826d19,A-5790f4,2025-01,churn,-1592.0,0.0,1592.0
S-827bc4,A-756192,2024-11,new,437.0,437.0,0.0
S-82848e,A-bece89,2024-01,new,5174.0,5174.0,0.0
S-82848e,A-bece89,2024-08,churn,-5174.0,0.0,5174.0
S-82989b,A-f5641b,2024-11,new,589.0,589.0,0.0
S-82a67a,A-712426,2024-12,new,735.0,735.0,0.0
S-82a67a,A-712426,2025-01,churn,-735.0,0.0,735.0
S-82a7dd,A-309e54,2024-12,new,285.0,285.0,0.0
S-82b11e,A-0651a4,2024-12,new,399.0,399.0,0.0
S-82b11e,A-0651a4,2025-01,churn,-399.0,0.0,399.0
S-82be96,A-7920cc,2024-11,new,1911.0,1911.0,0.0
S-82c91a,A-462d45,2024-12,new,1470.0,1470.0,0.0
S-82db05,A-417d2f,2024-12,new,1274.0,1274.0,0.0
S-82db05,A-417d2f,2025-01,churn,-1274.0,0.0,1274.0
S-82df6c,A-ac9111,2023-09,new,2009.0,2009.0,0.0
S-82df6c,A-ac9111,2024-07,churn,-2009.0,0.0,2009.0
S-82eb3e,A-49b828,2024-07,new,1194.0,1194.0,0.0
S-82ffca,A-508199,2024-01,new,3781.0,3781.0,0.0
S-8317da,A-d49cc5,2024-12,new,950.0,950.0,0.0
S-834097,A-9badbd,2024-12,new,995.0,995.0,0.0
S-83a9a4,A-09316c,2024-11,new,3430.0,3430.0,0.0
S-83a9a4,A-09316c,2025-01,churn,-3430.0,0.0,3430.0
S-83b2ee,A-7c83a1,2024-06,new,5174.0,5174.0,0.0
S-83b2ee,A-7c83a1,2025-01,churn,-5174.0,0.0,5174.0
S-83b708,A-2d1036,2024-09,new,1311.0,1311.0,0.0
S-83b708,A-2d1036,2024-11,churn,-1311.0,0.0,1311.0
S-83c56d,A-716841,2024-12,new,8955.0,8955.0,0.0
S-83d49e,A-dbc825,2024-07,new,931.0,931.0,0.0
S-83dc0a,A-f44180,2023-08,new,1791.0,1791.0,0.0
S-83ee41,A-ad3abd,2023-04,new,836.0,836.0,0.0
S-83ee41,A-ad3abd,2023-08,churn,-836.0,0.0,836.0
S-83ee75,A-439b2f,2024-12,new,1274.0,1274.0,0.0
S-83f2e5,A-e1462e,2023-12,new,5771.0,5771.0,0.0
S-83f2e5,A-e1462e,2025-01,churn,-5771.0,0.0,5771.0
S-842638,A-35083d,2024-05,new,931.0,931.0,0.0
S-842638,A-35083d,2024-07,churn,-931.0,0.0,931.0
S-8426e7,A-42e5e1,2024-10,new,4378.0,4378.0,0.0
S-843a53,A-bb1eaa,2024-09,new,4179.0,4179.0,0.0
S-8451e7,A-82861f,2024-10,new,8159.0,8159.0,0.0
S-846d41,A-1986ca,2024-09,new,5572.0,5572.0,0.0
S-847173,A-c1dfe1,2023-12,new,627.0,627.0,0.0
S-847173,A-c1dfe1,2024-07,churn,-627.0,0.0,627.0
S-8486d2,A-7df7a7,2024-12,new,5970.0,5970.0,0.0
S-84c44b,A-9bfc9f,2024-01,new,1007.0,1007.0,0.0
S-84dd93,A-acb7f7,2024-02,new,6368.0,6368.0,0.0
S-84dd93,A-acb7f7,2024-04,churn,-6368.0,0.0,6368.0
S-84e146,A-d82ef9,2024-07,new,1007.0,1007.0,0.0
S-84e146,A-d82ef9,2024-12,churn,-1007.0,0.0,1007.0
S-85022b,A-d62e02,2024-11,new,114.0,114.0,0.0
S-851743,A-443b7c,2024-10,new,637.0,637.0,0.0
S-851bbe,A-d77f4c,2024-04,new,18706.0,18706.0,0.0
S-851bbe,A-d77f4c,2025-01,churn,-18706.0,0.0,18706.0
S-853f5d,A-bcf664,2023-12,new,247.0,247.0,0.0
S-853f5d,A-bcf664,2024-11,churn,-247.0,0.0,247.0
S-856241,A-32fb14,2023-09,new,494.0,494.0,0.0
S-856241,A-32fb14,2024-05,churn,-494.0,0.0,494.0
S-856627,A-b48f73,2024-11,new,3920.0,3920.0,0.0
S-85796b,A-f19409,2024-08,new,4577.0,4577.0,0.0
S-85796b,A-f19409,2024-11,churn,-4577.0,0.0,4577.0
S-858aa0,A-6da850,2024-10,new,4975.0,4975.0,0.0
S-858aa0,A-6da850,2024-11,churn,-4975.0,0.0,4975.0
S-859ee0,A-8bde0c,2024-12,new,5572.0,5572.0,0.0
S-859ee0,A-8bde0c,2025-01,churn,-5572.0,0.0,5572.0
S-85b5ce,A-e7a1e2,2024-12,new,190.0,190.0,0.0
S-85ba19,A-6965e1,2024-12,new,2587.0,2587.0,0.0
S-85c06f,A-bb2f49,2023-12,new,1592.0,1592.0,0.0
S-85caaf,A-089363,2023-06,new,98.0,98.0,0.0
S-85caaf,A-089363,2023-12,churn,-98.0,0.0,98.0
S-85ddea,A-cc1d8d,2024-12,new,995.0,995.0,0.0
S-85de7a,A-940b8b,2024-04,new,6368.0,6368.0,0.0
S-85eb8f,A-59f724,2024-01,new,4378.0,4378.0,0.0
S-85f2ab,A-180abf,2024-12,new,3136.0,3136.0,0.0
S-860bc8,A-42e5e1,2024-08,new,19.0,19.0,0.0
S-860bc8,A-42e5e1,2024-11,churn,-19.0,0.0,19.0
S-862572,A-6e08f3,2024-07,new,152.0,152.0,0.0
S-863c87,A-e43bf7,2023-07,new,13930.0,13930.0,0.0
S-864157,A-039727,2024-12,new,1225.0,1225.0,0.0
S-864157,A-039727,2025-01,churn,-1225.0,0.0,1225.0
S-86455a,A-1b9609,2023-12,new,588.0,588.0,0.0
S-86455a,A-1b9609,2024-12,churn,-588.0,0.0,588.0
S-864b0c,A-f25509,2024-07,new,6368.0,6368.0,0.0
S-864b0c,A-f25509,2024-12,churn,-6368.0,0.0,6368.0
S-86571c,A-d26ab4,2024-12,new,6567.0,6567.0,0.0
S-86615c,A-592832,2024-10,new,5174.0,5174.0,0.0
S-86615c,A-592832,2024-11,churn,-5174.0,0.0,5174.0
S-866608,A-88c6ca,2024-12,new,1127.0,1127.0,0.0
S-86673a,A-ced9aa,2024-11,new,418.0,418.0,0.0
S-8669e4,A-6dee43,2024-08,new,2695.0,2695.0,0.0
S-8669e4,A-6dee43,2024-11,churn,-2695.0,0.0,2695.0
S-868325,A-ac85cd,2024-08,new,1007.0,1007.0,0.0
S-868325,A-ac85cd,2025-01,churn,-1007.0,0.0,1007.0
S-869430,A-9affe6,2024-02,new,1421.0,1421.0,0.0
S-869978,A-443f6f,2024-12,new,3781.0,3781.0,0.0
S-86a4e3,A-e693b6,2023-08,new,1045.0,1045.0,0.0
S-86a4e3,A-e693b6,2024-11,churn,-1045.0,0.0,1045.0
S-86bcda,A-4a4c2d,2024-09,new,1026.0,1026.0,0.0
S-86c28f,A-8adedc,2024-04,new,3871.0,3871.0,0.0
S-86d360,A-b48f73,2024-11,new,1520.0,1520.0,0.0
S-86e45a,A-56962b,2024-09,new,7987.0,7987.0,0.0
S-86ed20,A-3f9cc0,2024-07,new,4378.0,4378.0,0.0
S-86ed20,A-3f9cc0,2025-01,churn,-4378.0,0.0,4378.0
S-86fd71,A-0651a4,2024-10,new,11940.0,11940.0,0.0
S-86fd71,A-0651a4,2025-01,churn,-11940.0,0.0,11940.0
S-8707e7,A-17939a,2024-12,new,266.0,266.0,0.0
S-871e83,A-8adedc,2024-03,new,2786.0,2786.0,0.0
S-872bdd,A-d3c88e,2024-10,new,3184.0,3184.0,0.0
S-872bdd,A-d3c88e,2024-12,churn,-3184.0,0.0,3184.0
S-8738af,A-84ebe4,2024-03,new,1666.0,1666.0,0.0
S-873a22,A-fabe19,2024-12,new,2388.0,2388.0,0.0
S-875645,A-2d1036,2024-09,new,1311.0,1311.0,0.0
S-875645,A-2d1036,2024-11,churn,-1311.0,0.0,1311.0
S-875cf3,A-54ecc2,2024-04,new,5970.0,5970.0,0.0
S-875cf3,A-54ecc2,2024-12,churn,-5970.0,0.0,5970.0
S-876f0b,A-4c56c9,2024-05,new,171.0,171.0,0.0
S-8789b0,A-eb7c38,2024-04,new,171.0,171.0,0.0
S-8789b0,A-eb7c38,2024-09,churn,-171.0,0.0,171.0
S-878fe0,A-5a215a,2024-12,new,4263.0,4263.0,0.0
S-879b43,A-3cc791,2024-03,new,1194.0,1194.0,0.0
S-879b43,A-3cc791,2024-11,churn,-1194.0,0.0,1194.0
S-87d801,A-443b7c,2024-09,new,245.0,245.0,0.0
S-87db32,A-526d93,2024-04,new,9751.0,9751.0,0.0
S-87db32,A-526d93,2024-10,churn,-9751.0,0.0,9751.0
S-87e8d3,A-8145a0,2023-08,new,796.0,796.0,0.0
S-87ebe6,A-d27f50,2024-10,new,8756.0,8756.0,0.0
S-882f1d,A-249769,2024-11,new,133.0,133.0,0.0
S-882f1d,A-249769,2025-01,churn,-133.0,0.0,133.0
S-88338a,A-503d5a,2024-12,new,11144.0,11144.0,0.0
S-885aa7,A-7920cc,2024-03,new,10746.0,10746.0,0.0
S-885bd4,A-8bde0c,2024-11,new,588.0,588.0,0.0
S-885bd4,A-8bde0c,2025-01,churn,-588.0,0.0,588.0
S-887d48,A-b07b56,2024-11,new,1225.0,1225.0,0.0
S-887d48,A-b07b56,2025-01,churn,-1225.0,0.0,1225.0
S-88a47f,A-4437e4,2024-12,new,171.0,171.0,0.0
S-88bc66,A-544d0a,2024-05,new,2107.0,2107.0,0.0
S-88c79e,A-e3bd71,2024-02,new,6169.0,6169.0,0.0
S-88c79e,A-e3bd71,2024-05,churn,-6169.0,0.0,6169.0
S-88cb91,A-cab532,2024-12,new,1715.0,1715.0,0.0
S-88cc86,A-80eeb6,2024-12,new,4378.0,4378.0,0.0
S-88cc86,A-80eeb6,2025-01,churn,-4378.0,0.0,4378.0
S-88d746,A-0aaf6e,2024-12,new,3582.0,3582.0,0.0
S-88de1c,A-18793f,2024-12,new,2812.0,2812.0,0.0
S-88de1c,A-18793f,2025-01,churn,-2812.0,0.0,2812.0
S-88f1be,A-5a215a,2024-07,new,4263.0,4263.0,0.0
S-890baf,A-6e7827,2024-04,new,147.0,147.0,0.0
S-891976,A-95b24a,2024-09,new,722.0,722.0,0.0
S-891eb4,A-716841,2024-09,new,2205.0,2205.0,0.0
S-891eb4,A-716841,2024-12,churn,-2205.0,0.0,2205.0
S-8921cb,A-50bb9f,2024-07,new,6965.0,6965.0,0.0
S-8921cb,A-50bb9f,2024-10,churn,-6965.0,0.0,6965.0
S-8923b3,A-157070,2024-05,new,513.0,513.0,0.0
S-8923b3,A-157070,2025-01,churn,-513.0,0.0,513.0
S-8932ce,A-fa3095,2024-12,new,1330.0,1330.0,0.0
S-8942cf,A-7dacce,2024-11,new,588.0,588.0,0.0
S-8942cf,A-7dacce,2025-01,churn,-588.0,0.0,588.0
S-894692,A-c62e55,2024-02,new,833.0,833.0,0.0
S-8966c9,A-cd458b,2024-09,new,513.0,513.0,0.0
S-8966c9,A-cd458b,2024-12,churn,-513.0,0.0,513.0
S-896e2f,A-712426,2024-11,new,882.0,882.0,0.0
S-896e2f,A-712426,2025-01,churn,-882.0,0.0,882.0
S-897d69,A-0a282f,2024-12,new,2695.0,2695.0,0.0
S-897d69,A-0a282f,2025-01,churn,-2695.0,0.0,2695.0
S-8985d3,A-016043,2024-12,new,494.0,494.0,0.0
S-899319,A-560d27,2024-07,new,11343.0,11343.0,0.0
S-89a8a2,A-72799b,2024-10,new,2989.0,2989.0,0.0
S-89c03a,A-8ae3fc,2024-09,new,441.0,441.0,0.0
S-89c6dc,A-55f257,2024-06,new,1176.0,1176.0,0.0
S-89c7ff,A-2f6a32,2024-10,new,1617.0,1617.0,0.0
S-89d586,A-970c97,2024-11,new,1421.0,1421.0,0.0
S-89d7b0,A-fe79a5,2024-06,new,1791.0,1791.0,0.0
S-89e27e,A-94f8c9,2024-12,new,247.0,247.0,0.0
S-89e98a,A-c222ab,2024-12,new,1568.0,1568.0,0.0
S-8a37c8,A-054577,2024-12,new,392.0,392.0,0.0
S-8a3abd,A-6f8ad2,2024-08,new,1274.0,1274.0,0.0
S-8a46fe,A-7d514c,2024-12,new,3383.0,3383.0,0.0
S-8a50a0,A-cb5333,2024-12,new,627.0,627.0,0.0
S-8a6579,A-80eeb6,2024-11,new,418.0,418.0,0.0
S-8a7e47,A-c7ffc2,2024-12,new,931.0,931.0,0.0
S-8a9db8,A-474ad4,2024-11,new,1592.0,1592.0,0.0
S-8a9db8,A-474ad4,2025-01,churn,-1592.0,0.0,1592.0
S-8ae507,A-72799b,2024-03,new,980.0,980.0,0.0
S-8ae507,A-72799b,2024-06,churn,-980.0,0.0,980.0
S-8ae804,A-0dbdc6,2024-05,new,9950.0,9950.0,0.0
S-8b00ff,A-40906c,2024-06,new,18308.0,18308.0,0.0
S-8b0498,A-180abf,2024-02,new,3136.0,3136.0,0.0
S-8b0498,A-180abf,2024-10,churn,-3136.0,0.0,3136.0
S-8b0950,A-dfbd31,2024-02,new,2786.0,2786.0,0.0
S-8b0950,A-dfbd31,2025-01,churn,-2786.0,0.0,2786.0
S-8b1b5a,A-592832,2024-12,new,882.0,882.0,0.0
S-8b24a0,A-309e54,2024-12,new,1617.0,1617.0,0.0
S-8b24a0,A-309e54,2025-01,churn,-1617.0,0.0,1617.0
S-8b3331,A-53f4e3,2024-11,new,342.0,342.0,0.0
S-8b3331,A-53f4e3,2025-01,churn,-342.0,0.0,342.0
S-8b349c,A-32728c,2023-07,new,380.0,380.0,0.0
S-8b349c,A-32728c,2024-05,churn,-380.0,0.0,380.0
S-8b4074,A-d922bf,2024-12,new,1791.0,1791.0,0.0
S-8b52b5,A-c1dfe1,2024-03,new,5174.0,5174.0,0.0
S-8b52b5,A-c1dfe1,2024-07,churn,-5174.0,0.0,5174.0
S-8b64df,A-92a333,2023-08,new,171.0,171.0,0.0
S-8b721c,A-8b25f2,2024-09,new,5572.0,5572.0,0.0
S-8b9889,A-ac9111,2024-08,new,1029.0,1029.0,0.0
S-8b9deb,A-6c093d,2024-09,new,343.0,343.0,0.0
S-8b9deb,A-6c093d,2024-12,churn,-343.0,0.0,343.0
S-8ba96c,A-f6b2fb,2024-06,new,4577.0,4577.0,0.0
S-8ba96c,A-f6b2fb,2024-08,churn,-4577.0,0.0,4577.0
S-8ba974,A-cc98bc,2024-07,new,1568.0,1568.0,0.0
S-8ba974,A-cc98bc,2024-09,churn,-1568.0,0.0,1568.0
S-8bab7f,A-72799b,2024-04,new,380.0,380.0,0.0
S-8bab7f,A-72799b,2024-10,churn,-380.0,0.0,380.0
S-8bac4e,A-558c72,2023-12,new,588.0,588.0,0.0
S-8bac4e,A-558c72,2024-12,churn,-588.0,0.0,588.0
S-8bb388,A-883b7d,2024-08,new,9950.0,9950.0,0.0
S-8bbfcd,A-eb1312,2024-12,new,475.0,475.0,0.0
S-8bc290,A-2d4502,2024-11,new,5970.0,5970.0,0.0
S-8bf576,A-cbbe12,2024-12,new,7960.0,7960.0,0.0
S-8bfab5,A-af0cd2,2024-05,new,931.0,931.0,0.0
S-8bfab5,A-af0cd2,2025-01,churn,-931.0,0.0,931.0
S-8c10c1,A-0651a4,2024-12,new,12935.0,12935.0,0.0
S-8c10c1,A-0651a4,2025-01,churn,-12935.0,0.0,12935.0
S-8c41e8,A-c16101,2024-09,new,304.0,304.0,0.0
S-8c41e8,A-c16101,2025-01,churn,-304.0,0.0,304.0
S-8c61f4,A-72799b,2024-04,new,646.0,646.0,0.0
S-8c61f4,A-72799b,2024-06,churn,-646.0,0.0,646.0
S-8c8905,A-ba6516,2024-05,new,5373.0,5373.0,0.0
S-8c9649,A-c9bb3e,2024-09,new,490.0,490.0,0.0
S-8c9649,A-c9bb3e,2024-11,churn,-490.0,0.0,490.0
S-8ca516,A-f19409,2024-09,new,1127.0,1127.0,0.0
S-8ca9f0,A-e693b6,2024-09,new,1045.0,1045.0,0.0
S-8ca9f0,A-e693b6,2024-10,churn,-1045.0,0.0,1045.0
S-8cad7b,A-5f2961,2024-12,new,304.0,304.0,0.0
S-8cb02e,A-de24d5,2024-12,new,3773.0,3773.0,0.0
S-8cb02e,A-de24d5,2025-01,churn,-3773.0,0.0,3773.0
S-8cc2e2,A-4437e4,2024-02,new,1323.0,1323.0,0.0
S-8cc2e2,A-4437e4,2024-07,churn,-1323.0,0.0,1323.0
S-8cd315,A-c1e51e,2024-11,new,10945.0,10945.0,0.0
S-8cd315,A-c1e51e,2025-01,churn,-10945.0,0.0,10945.0
S-8cec59,A-3c1a3f,2023-12,new,2786.0,2786.0,0.0
S-8cec59,A-3c1a3f,2024-05,churn,-2786.0,0.0,2786.0
S-8cf2ef,A-600734,2024-08,new,798.0,798.0,0.0
S-8cfc1b,A-798a3f,2024-08,new,5174.0,5174.0,0.0
S-8d122e,A-e6afc1,2024-07,new,3184.0,3184.0,0.0
S-8d2824,A-417d2f,2023-08,new,703.0,703.0,0.0
S-8d2824,A-417d2f,2025-01,churn,-703.0,0.0,703.0
S-8d3495,A-cbd1a3,2024-12,new,703.0,703.0,0.0
S-8d4b81,A-2b9d3e,2024-04,new,19.0,19.0,0.0
S-8d516f,A-d535f6,2024-09,new,2388.0,2388.0,0.0
S-8d516f,A-d535f6,2024-12,churn,-2388.0,0.0,2388.0
S-8d6cec,A-32fb14,2024-07,new,1568.0,1568.0,0.0
S-8d89a8,A-5f2961,2024-12,new,3184.0,3184.0,0.0
S-8d8dd0,A-902ef7,2024-09,new,16517.0,16517.0,0.0
S-8da449,A-80eeb6,2023-10,new,418.0,418.0,0.0
S-8da449,A-80eeb6,2024-03,churn,-418.0,0.0,418.0
S-8db104,A-4a267b,2024-10,new,1225.0,1225.0,0.0
S-8dd1cf,A-4d1e75,2024-12,new,380.0,380.0,0.0
S-8dd1f6,A-098560,2024-03,new,588.0,588.0,0.0
S-8dd1f6,A-098560,2024-10,churn,-588.0,0.0,588.0
S-8ddc89,A-bd4513,2024-11,new,9950.0,9950.0,0.0
S-8ddc89,A-bd4513,2025-01,churn,-9950.0,0.0,9950.0
S-8deb5f,A-533452,2024-12,new,988.0,988.0,0.0
S-8def89,A-cbd1a3,2024-11,new,1592.0,1592.0,0.0
S-8dfd77,A-2922b6,2024-12,new,980.0,980.0,0.0
S-8dfd77,A-2922b6,2025-01,churn,-980.0,0.0,980.0
S-8e3b74,A-08e34e,2024-11,new,5771.0,5771.0,0.0
S-8e45ba,A-7f8241,2023-12,new,646.0,646.0,0.0
S-8e5be7,A-5ed98d,2024-11,new,1176.0,1176.0,0.0
S-8e5d9f,A-922109,2024-07,new,8159.0,8159.0,0.0
S-8e5d9f,A-922109,2025-01,churn,-8159.0,0.0,8159.0
S-8e5df4,A-b3fe05,2024-11,new,285.0,285.0,0.0
S-8e5fd4,A-43a9e3,2024-03,new,513.0,513.0,0.0
S-8e602b,A-a33200,2024-10,new,1421.0,1421.0,0.0
S-8e6903,A-bd4708,2024-09,new,703.0,703.0,0.0
S-8e701b,A-4437e4,2024-04,new,597.0,597.0,0.0
S-8e701b,A-4437e4,2024-07,churn,-597.0,0.0,597.0
S-8e719f,A-4437e4,2024-08,new,209.0,209.0,0.0
S-8e9e9b,A-4e44e8,2024-09,new,57.0,57.0,0.0
S-8e9e9b,A-4e44e8,2024-11,churn,-57.0,0.0,57.0
S-8eab5b,A-2e3bad,2024-01,new,2989.0,2989.0,0.0
S-8eab5b,A-2e3bad,2024-04,churn,-2989.0,0.0,2989.0
S-8eae4e,A-db5e9e,2024-12,new,3184.0,3184.0,0.0
S-8eae4e,A-db5e9e,2025-01,churn,-3184.0,0.0,3184.0
S-8eb6df,A-c7ffc2,2024-02,new,5970.0,5970.0,0.0
S-8eb955,A-bcbe98,2024-08,new,874.0,874.0,0.0
S-8eb955,A-bcbe98,2024-12,churn,-874.0,0.0,874.0
S-8ececc,A-533452,2024-12,new,441.0,441.0,0.0
S-8ececc,A-533452,2025-01,churn,-441.0,0.0,441.0
S-8ed77f,A-8b0451,2024-12,new,2009.0,2009.0,0.0
S-8ed77f,A-8b0451,2025-01,churn,-2009.0,0.0,2009.0
S-8ed780,A-bc87bc,2024-12,new,247.0,247.0,0.0
