churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,dirty_row_flag,dirty_row_reason,refund_amount_clean
C-bb8317,A-533452,19-11-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-bb9db4,A-659280,22-11-2024,pricing,27.75,FALSE,FALSE,FALSE,switched to competitor,False,,27.75
C-bc2761,A-68f37c,08-02-2024,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-bc6f48,A-eafc6e,31-07-2023,pricing,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-bc805f,A-50bb9f,08-09-2024,unknown,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-bd5b55,A-b07b56,24-12-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-bd5e5e,A-bd4513,09-12-2024,budget,35.14,FALSE,FALSE,FALSE,too expensive,False,,35.14
C-be8018,A-684255,03-07-2024,unknown,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-bedd8c,A-1b9609,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-bfcee5,A-8e47ca,31-12-2024,support,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-c179a3,A-e7beab,25-04-2024,features,0,FALSE,TRUE,FALSE,missing features,False,,0.0
C-c1bc7e,A-993085,20-09-2023,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-c3815e,A-6965e1,04-12-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-c3b1e4,A-df1e44,17-10-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-c4582f,A-9f0b68,01-11-2024,pricing,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-c4e0b8,A-b179bf,31-10-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-c4e7a7,A-80eeb6,19-10-2023,features,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-c54ef0,A-3b5cd1,30-08-2024,unknown,77.87,FALSE,FALSE,FALSE,missing features,False,,77.87
C-c5b2e8,A-c608c8,04-06-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-c5e093,A-c16101,13-11-2024,features,0,FALSE,FALSE,TRUE,too expensive,False,,0.0
C-c66a6c,A-02cd81,30-04-2024,pricing,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-c6998d,A-956988,08-12-2024,budget,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-c6a403,A-684255,04-05-2024,budget,0,FALSE,FALSE,TRUE,missing features,False,,0.0
C-c6f6fe,A-922109,17-12-2024,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-c82861,A-e351e1,24-10-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-c89493,A-3ce5b8,18-09-2024,features,261.49,FALSE,FALSE,FALSE,too expensive,False,,261.49
C-c8f7b4,A-0dbdc6,14-04-2024,pricing,175.02,FALSE,FALSE,FALSE,too expensive,False,,175.02
C-c93006,A-4e0e85,16-11-2023,competitor,0,FALSE,TRUE,FALSE,too expensive,False,,0.0
C-c9b84b,A-158f4e,04-12-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ca1379,A-ee42db,12-11-2024,unknown,23.52,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",23.52
C-ca1941,A-37f969,03-11-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-ca5f4b,A-832ec2,15-09-2024,pricing,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-ca81a1,A-ccc747,02-09-2024,competitor,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-cb924b,A-089363,27-11-2023,pricing,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-cc0058,A-f3ff05,20-10-2024,unknown,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-cc8de6,A-526d93,25-09-2024,support,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-cc90be,A-d82ef9,06-08-2024,budget,74.94,FALSE,FALSE,FALSE,switched to competitor,False,,74.94
C-cd7797,A-a8d89d,26-08-2024,pricing,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-cd8fba,A-b7ef83,01-06-2024,unknown,0,FALSE,FALSE,TRUE,too expensive,False,,0.0
C-cdb4d0,A-c222ab,05-10-2024,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ce47da,A-cc102e,19-11-2024,pricing,61.1,FALSE,FALSE,FALSE,switched to competitor,False,,61.1
C-cea92d,A-2e4581,05-12-2024,competitor,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ced436,A-7f4db3,21-03-2023,support,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-cf17ca,A-e08cd3,17-12-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-cf246e,A-7f6b86,10-07-2024,pricing,5.27,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",5.27
C-cfa54b,A-eb7c38,22-03-2024,budget,6.26,FALSE,TRUE,FALSE,,True,"[""blank_feedback_text""]",6.26
C-cfb464,A-eb2fdc,26-05-2024,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-d05e42,A-32728c,22-06-2024,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-d08588,A-e51ec7,15-01-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-d0f6d8,A-6e7827,19-09-2023,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-d2077d,A-cab532,10-07-2024,support,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-d20b00,A-4ef964,19-06-2024,budget,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-d28d0e,A-1e1b80,04-10-2023,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-d33672,A-a1b80b,11-07-2024,budget,12.99,FALSE,FALSE,TRUE,switched to competitor,False,,12.99
C-d3449f,A-2bc93d,10-08-2023,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-d39666,A-3b37d9,26-12-2023,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-d3e2ab,A-f1f639,18-10-2023,competitor,0,FALSE,FALSE,TRUE,missing features,False,,0.0
C-d47c85,A-c37601,17-12-2024,support,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-d4c4c6,A-09540c,05-03-2024,unknown,71.44,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",71.44
C-d716da,A-96bbc6,21-12-2024,budget,125.6,FALSE,FALSE,FALSE,missing features,False,,125.6
C-d7de9d,A-8b0451,29-12-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-d7ded6,A-e888d1,29-11-2024,features,6.38,FALSE,FALSE,FALSE,switched to competitor,False,,6.38
C-d84a6d,A-a45270,12-11-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-d85c26,A-42e5e1,04-10-2024,pricing,0,FALSE,FALSE,TRUE,too expensive,False,,0.0
C-d8d1fd,A-5b1bcd,07-08-2024,competitor,4.45,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",4.45
C-d9410c,A-87aa7b,19-06-2024,pricing,136,FALSE,TRUE,FALSE,missing features,False,,136.0
C-d9a1f3,A-118f1c,17-12-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-da7b0d,A-2ebb4b,04-08-2023,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-db2e8d,A-b7724f,25-08-2023,unknown,52.88,FALSE,FALSE,FALSE,missing features,False,,52.88
C-dcbfa4,A-4e44e8,25-08-2024,features,35.48,TRUE,FALSE,FALSE,too expensive,False,,35.48
C-dcdebc,A-08e34e,13-07-2024,competitor,225.18,FALSE,FALSE,FALSE,switched to competitor,False,,225.18
C-dd2ad2,A-30b4ca,01-09-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-dd4207,A-f45426,05-08-2024,competitor,47.17,FALSE,FALSE,FALSE,missing features,False,,47.17
C-ddade1,A-463db0,30-12-2024,features,0,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-de3fd0,A-19b2c8,16-08-2024,pricing,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-df72bb,A-dcc2f0,10-04-2024,features,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-dfe189,A-05f0e5,25-11-2024,features,72.19,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",72.19
C-e11abb,A-cc102e,25-04-2024,unknown,50.06,FALSE,FALSE,FALSE,switched to competitor,False,,50.06
C-e20cc6,A-cc102e,19-11-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-e20d30,A-fd7ad3,31-12-2024,unknown,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-e26b7f,A-781cc0,09-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-e2ecb7,A-e7a1e2,11-12-2024,features,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-e41103,A-180abf,04-05-2024,competitor,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-e4261a,A-417d2f,30-12-2024,budget,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-e42d29,A-a865bd,26-11-2023,unknown,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-e49016,A-b7724f,01-09-2024,competitor,111.42,FALSE,FALSE,TRUE,switched to competitor,False,,111.42
C-e582ea,A-180abf,04-12-2023,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-e601dc,A-aa9511,17-10-2023,competitor,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-e6a0f0,A-ccabf0,31-10-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-e73b7f,A-e1462e,05-10-2023,support,0,FALSE,FALSE,TRUE,too expensive,False,,0.0
C-e8f3f5,A-5790f4,31-12-2024,competitor,0,TRUE,FALSE,FALSE,too expensive,False,,0.0
C-e91da6,A-2d4502,07-05-2024,pricing,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ea6df1,A-e51ec7,07-04-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-eaa652,A-1619f8,03-06-2024,competitor,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-eb8f3d,A-0be015,13-12-2024,unknown,74.68,FALSE,FALSE,FALSE,too expensive,False,,74.68
C-eb9d5e,A-eb1312,28-09-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-ebc01c,A-bd4513,07-12-2024,features,0,FALSE,TRUE,FALSE,switched to competitor,False,,0.0
C-ec714a,A-533452,16-12-2024,support,15.23,FALSE,FALSE,FALSE,missing features,False,,15.23
C-ed4dcb,A-5a3eb9,12-06-2024,competitor,58.37,FALSE,FALSE,FALSE,missing features,False,,58.37
C-ed73ea,A-5a3eb9,14-04-2024,features,0,TRUE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-edb201,A-a7bd4b,15-10-2024,features,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-ee531b,A-751bd4,22-09-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ef2329,A-0f6450,30-12-2024,competitor,0,FALSE,TRUE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ef9abf,A-a33200,07-10-2024,features,21.61,TRUE,FALSE,FALSE,too expensive,False,,21.61
C-efe5bb,A-7988d1,06-01-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-efed73,A-9123ac,23-10-2024,competitor,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-f0bd80,A-117171,14-11-2024,pricing,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-f1268a,A-32728c,19-07-2024,budget,7.58,TRUE,FALSE,TRUE,missing features,False,,7.58
C-f1773a,A-68f37c,15-05-2024,support,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-f17b79,A-65c341,07-03-2024,support,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-f180f4,A-ac14bb,01-10-2024,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-f208d4,A-6da850,25-10-2024,competitor,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-f24343,A-425e76,03-09-2023,budget,0,FALSE,FALSE,TRUE,missing features,False,,0.0
C-f33efc,A-8ed5dd,30-10-2024,support,0,TRUE,TRUE,FALSE,switched to competitor,False,,0.0
C-f3aca2,A-439b2f,18-11-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-f46a9e,A-6e7827,09-04-2024,features,0,FALSE,FALSE,FALSE,missing features,False,,0.0
C-f477c9,A-3f9cc0,18-07-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-f49d4c,A-65c341,16-12-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-f518d9,A-6e08f3,10-02-2024,competitor,0,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-f51f1d,A-32fb14,28-04-2024,competitor,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-f5a863,A-e7a1e2,30-09-2024,budget,6.2,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",6.2
C-f5dfda,A-2446e3,20-07-2024,competitor,34.87,TRUE,TRUE,TRUE,missing features,False,,34.87
C-f67026,A-b7ef83,24-07-2024,budget,60.25,TRUE,FALSE,FALSE,missing features,False,,60.25
C-f68651,A-eafc6e,12-12-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-f6e873,A-3b5cd1,24-07-2024,support,35.3,FALSE,FALSE,FALSE,too expensive,False,,35.3
C-f6f8a5,A-2d1036,28-10-2024,pricing,39.09,TRUE,FALSE,TRUE,switched to competitor,False,,39.09
C-f6fba0,A-f92792,03-11-2024,features,0,FALSE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-f72425,A-32fb14,19-08-2023,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-f7846a,A-117171,13-10-2024,budget,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-f78dc9,A-1619f8,21-09-2024,budget,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-f79e5e,A-7dacce,18-09-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-f81017,A-271f46,09-08-2024,features,0,FALSE,FALSE,TRUE,missing features,False,,0.0
C-f8d15f,A-c9bb3e,03-10-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-f918d7,A-202b67,30-03-2024,features,69.59,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",69.59
C-fa1c87,A-342303,20-03-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-fa6149,A-3d957b,05-05-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-fab429,A-180abf,12-09-2024,support,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-fad4d3,A-d77f4c,03-12-2024,unknown,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-fafb31,A-5a92e7,18-06-2024,features,0,TRUE,FALSE,FALSE,missing features,False,,0.0
C-fb2a95,A-902ef7,26-09-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-fb91f8,A-96bbc6,24-06-2024,competitor,0,TRUE,FALSE,TRUE,,True,"[""blank_feedback_text""]",0.0
C-fba952,A-118d55,27-12-2024,pricing,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-fcbd6e,A-1e1b80,13-11-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-fcfc3c,A-98a59a,11-09-2024,support,0,TRUE,FALSE,FALSE,switched to competitor,False,,0.0
C-fd2fe4,A-78f02b,09-12-2024,budget,0,FALSE,FALSE,FALSE,too expensive,False,,0.0
C-fdb715,A-241e75,11-10-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-fe3853,A-f51f16,07-12-2024,competitor,0,TRUE,TRUE,FALSE,too expensive,False,,0.0
C-fe7ee4,A-b44e3e,14-04-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
C-ff002d,A-8ed5dd,02-11-2024,unknown,0,FALSE,FALSE,FALSE,,True,"[""blank_feedback_text""]",0.0
C-ffc2b8,A-0354fe,15-11-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,False,,0.0
